fact_unit,2015-07-29,2015-10-29,2016-02-11,2016-04-28,2016-07-26,2016-10-25,2017-02-08,2017-04-27,2017-07-27,2017-10-24,2018-02-07,2018-04-26,2018-07-26,2018-10-23,2019-02-07,2019-04-25,2019-07-25,2019-09-16,2019-10-24,2020-02-06,2020-05-07,2020-07-30,2020-11-03,2021-02-05,2021-05-06,2021-07-29,2021-11-09,2022-02-03,2022-04-28,2022-08-03,2022-11-04,2023-02-10,2023-05-09,2023-08-03,2023-11-02,2024-02-08,2024-04-30,2024-07-30,2024-10-29,2025-02-04,2025-04-29,2025-07-29,2025-10-28
OtherAssetsNoncurrent / USD,54000000.0,54000000.0,54000000.0,114000000.0,114000000.0,114000000.0,114000000.0,79000000.0,79000000.0,79000000.0,79000000.0,133000000.0,133000000.0,133000000.0,133000000.0,565000000.0,565000000.0,133000000.0,565000000.0,565000000.0,1292000000.0,1292000000.0,1292000000.0,1292000000.0,1305000000.0,1305000000.0,1305000000.0,1305000000.0,1737000000.0,1737000000.0,1737000000.0,1737000000.0,2455000000.0,2455000000.0,2455000000.0,2455000000.0,3273000000.0,3273000000.0,3273000000.0,3273000000.0,3265000000.0,3265000000.0,3265000000.0
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentBeforeTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,,,,,-15000000.0,,11000000.0,11000000.0,11000000.0,-1000000.0,15000000.0,15000000.0,15000000.0,15000000.0,-15000000.0,-15000000.0,-15000000.0,9000000.0,-293000000.0,-293000000.0,-293000000.0,-98000000.0,175000000.0,175000000.0,175000000.0,-504000000.0,83000000.0,83000000.0,83000000.0
OtherComprehensiveIncomeAvailableforsaleSecuritiesTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,,,,,-4000000.0,,2000000.0,2000000.0,2000000.0,-1000000.0,4000000.0,4000000.0,4000000.0,5000000.0,-4000000.0,-4000000.0,-4000000.0,2000000.0,-67000000.0,-67000000.0,-67000000.0,-22000000.0,41000000.0,41000000.0,41000000.0,-120000000.0,20000000.0,20000000.0,20000000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,,,,,2000000.0,,-67000000.0,-67000000.0,-67000000.0,-68000000.0,-171000000.0,-171000000.0,-171000000.0,-57000000.0,-53000000.0,-53000000.0,-53000000.0,-48000000.0,-95000000.0,-95000000.0,-95000000.0,-72000000.0,-20000000.0,-20000000.0,-20000000.0,-305000000.0,-143000000.0,-161000000.0,-143000000.0
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18000000.0,0.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTaxParent / USD,,,,,,,,,,,,,-189000000.0,-246000000.0,74000000.0,-18000000.0,215000000.0,74000000.0,249000000.0,-242000000.0,-46000000.0,-46000000.0,-46000000.0,293000000.0,144000000.0,144000000.0,144000000.0,-176000000.0,198000000.0,198000000.0,198000000.0,-329000000.0,-3000000.0,-3000000.0,-3000000.0,522000000.0,-111000000.0,-111000000.0,-111000000.0,-88000000.0,96000000.0,96000000.0,96000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTaxParent / USD,,,,,,,,,,,,,-3000000.0,-4000000.0,1000000.0,0.0,3000000.0,1000000.0,4000000.0,-4000000.0,-1000000.0,-1000000.0,-1000000.0,5000000.0,2000000.0,2000000.0,2000000.0,-3000000.0,3000000.0,3000000.0,3000000.0,-4000000.0,0.0,11000000.0,11000000.0,26000000.0,-6000000.0,-6000000.0,-6000000.0,-4000000.0,5000000.0,5000000.0,5000000.0
OtherComprehensiveIncomeLossNetInvestmentHedgeGainLossBeforeReclassificationAndTax / USD,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,71000000.0,71000000.0,71000000.0,-31000000.0,0.0,0.0,0.0,55000000.0,21000000.0,21000000.0,21000000.0,0.0,27000000.0,27000000.0,27000000.0,-25000000.0,99000000.0,99000000.0,99000000.0
OtherComprehensiveIncomeLossNetInvestmentHedgeGainLossReclassificationBeforeTax / USD,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,16000000.0,131000000.0,-32000000.0,32000000.0,-86000000.0,-107000000.0,171000000.0,-18000000.0,61000000.0,48000000.0,-119000000.0,-57000000.0,-157000000.0,-201000000.0,68000000.0,-27000000.0,178000000.0,68000000.0,208000000.0,-201000000.0,-103000000.0,-106000000.0,-130000000.0,220000000.0,53000000.0,3000000.0,-159000000.0,-251000000.0,131000000.0,192000000.0,360000000.0,-311000000.0,-308000000.0,-428000000.0,-545000000.0,348000000.0,30000000.0,-68000000.0,76000000.0,-792000000.0,87000000.0,53000000.0,119000000.0
OtherLiabilitiesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2925000000.0,,2973000000.0,2973000000.0,2973000000.0,2939000000.0,2939000000.0,2939000000.0
OtherNoncashIncomeExpense / USD,,,,,,,,,,,,,,,,,,,,,,,130000000.0,85000000.0,5000000.0,2000000.0,-10000000.0,149000000.0,-51000000.0,-77000000.0,-92000000.0,-47000000.0,-65000000.0,-295000000.0,-514000000.0,-27000000.0,23000000.0,114000000.0,2000000.0,-275000000.0,-13000000.0,42000000.0,138000000.0
OtherNonoperatingIncomeExpense / USD,,,,,,,,,,,,,,-7000000.0,-11000000.0,2000000.0,0.0,-11000000.0,4000000.0,-5000000.0,-8000000.0,-9000000.0,-12000000.0,4000000.0,-7000000.0,-14000000.0,-15000000.0,-11000000.0,-7000000.0,-17000000.0,-25000000.0,-17000000.0,-52000000.0,-53000000.0,-49000000.0,-34000000.0,6000000.0,14000000.0,25000000.0,-37000000.0,10000000.0,18000000.0,32000000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-30000000.0,-30000000.0,0.0,-8000000.0,-83000000.0,-76000000.0,-187000000.0,-20000000.0,0.0,0.0
PaymentsForRepurchaseOfCommonStock / USD,,,,0.0,0.0,0.0,0.0,596000000.0,896000000.0,945000000.0,0.0,517000000.0,606000000.0,706000000.0,995000000.0,1825000000.0,2325000000.0,995000000.0,2925000000.0,1006000000.0,756000000.0,756000000.0,1106000000.0,3520000000.0,800000000.0,1000000000.0,1370000000.0,1411000000.0,1323000000.0,1523000000.0,1873000000.0,1635000000.0,1500000000.0,2250000000.0,3189000000.0,3373000000.0,1432000000.0,2961000000.0,4395000000.0,4199000000.0,1501000000.0,3002000000.0,4778000000.0
PaymentsForRestructuring / USD,43000000.0,47000000.0,48000000.0,,,,,,,,,2000000.0,16000000.0,21000000.0,,,,,,,,25000000.0,46000000.0,63000000.0,31000000.0,61000000.0,72000000.0,77000000.0,3000000.0,21000000.0,78000000.0,102000000.0,45000000.0,121000000.0,136000000.0,142000000.0,,,,196000000.0,,,
PaymentsForSecuritiesPurchasedUnderAgreementsToResell / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,151000000.0,299000000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,0.0,0.0,0.0,0.0,7000000.0,0.0,15000000.0,94000000.0,95000000.0,18000000.0,101000000.0,124000000.0,140000000.0,118000000.0,335000000.0,372000000.0,118000000.0,392000000.0,166000000.0,309000000.0,449000000.0,473000000.0,419000000.0,402000000.0,421000000.0,463000000.0,504000000.0,863000000.0,940000000.0,978000000.0,521000000.0,244000000.0,275000000.0,321000000.0,1036000000.0,149000000.0,200000000.0,225000000.0,336000000.0,167000000.0,230000000.0,271000000.0
PaymentsToAcquireInvestments / USD,24000000.0,65000000.0,610000000.0,2361000000.0,11252000000.0,17253000000.0,8744000000.0,4091000000.0,10209000000.0,16984000000.0,21626000000.0,7109000000.0,11956000000.0,14227000000.0,21041000000.0,5275000000.0,10616000000.0,21041000000.0,15641000000.0,19418000000.0,8138000000.0,13191000000.0,19808000000.0,22381000000.0,3593000000.0,14844000000.0,28333000000.0,27881000000.0,,,,,,,,,,10523000000.0,14975000000.0,20219000000.0,7081000000.0,16004000000.0,20819000000.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,196000000.0,369000000.0,391000000.0,194000000.0,425000000.0,558000000.0,492000000.0,133000000.0,334000000.0,517000000.0,722000000.0,148000000.0,322000000.0,487000000.0,669000000.0,178000000.0,376000000.0,669000000.0,599000000.0,667000000.0,218000000.0,357000000.0,530000000.0,823000000.0,206000000.0,399000000.0,640000000.0,704000000.0,221000000.0,468000000.0,695000000.0,866000000.0,191000000.0,366000000.0,548000000.0,908000000.0,170000000.0,320000000.0,478000000.0,706000000.0,154000000.0,311000000.0,480000000.0
PreferredStockParOrStatedValuePerShare / USD/shares,,,,,,,,,,,,,,,,0.0001,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
PreferredStockSharesAuthorized / shares,,,,,,,,,,,,,,,,100000000.0,100000000.0,,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
PreferredStockValue / USD,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PrepaidExpenseAndOtherAssetsCurrent / USD,,,378000000.0,655000000.0,655000000.0,655000000.0,655000000.0,833000000.0,833000000.0,833000000.0,833000000.0,713000000.0,713000000.0,713000000.0,713000000.0,947000000.0,947000000.0,713000000.0,947000000.0,947000000.0,800000000.0,800000000.0,800000000.0,800000000.0,1148000000.0,1148000000.0,1148000000.0,1148000000.0,1287000000.0,1287000000.0,1287000000.0,1287000000.0,1898000000.0,1898000000.0,1898000000.0,1898000000.0,2509000000.0,2509000000.0,2509000000.0,2509000000.0,1765000000.0,1664000000.0,1664000000.0
ProceedsFromDivestitureOfBusinessesNetOfCashDivested / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
ProceedsFromIssuanceOfCommonStock / USD,,0.0,0.0,0.0,0.0,36000000.0,0.0,6000000.0,57000000.0,58000000.0,75000000.0,12000000.0,86000000.0,100000000.0,109000000.0,13000000.0,78000000.0,109000000.0,83000000.0,144000000.0,7000000.0,74000000.0,78000000.0,144000000.0,1000000.0,71000000.0,72000000.0,138000000.0,2000000.0,89000000.0,90000000.0,137000000.0,3000000.0,86000000.0,86000000.0,162000000.0,1000000.0,82000000.0,82000000.0,143000000.0,,55000000.0,55000000.0
ProceedsFromIssuanceOfDebt / USD,,,,,,,,,,,,,,800000000.0,,2075000000.0,2075000000.0,,2075000000.0,1800000000.0,0.0,500000000.0,5471000000.0,2075000000.0,3000000000.0,6966000000.0,6966000000.0,5471000000.0,0.0,0.0,0.0,6966000000.0,286000000.0,3288000000.0,3346000000.0,272000000.0,72000000.0,720000000.0,829000000.0,3475000000.0,115000000.0,1414000000.0,1546000000.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-15000000.0,-15000000.0,-15000000.0,0.0,0.0,0.0,0.0,-52000000.0,1000000.0,1000000.0,1000000.0,0.0,,0.0,0.0,1000000.0,0.0,-20000000.0,-60000000.0
ProceedsFromSaleAndCollectionOfLoansHeldforsale / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302000000.0,3676000000.0,0.0,5232000000.0,11175000000.0,17159000000.0
ProceedsFromSaleAndCollectionOfLoansReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11826000000.0,8063000000.0,15990000000.0,21319000000.0,24903000000.0,4827000000.0,9760000000.0,14705000000.0
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100000000.0,,,,,,,30300000000.0,11252000000.0,20237000000.0,27407000000.0
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800000000.0,2700000000.0,4500000000.0,6400000000.0,11400000000.0,17000000000.0,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment / USD,0.0,0.0,0.0,,11000000.0,26000000.0,0.0,,,,26000000.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,17000000.0,3000000.0,119000000.0,120000000.0,120000000.0,17000000.0,0.0,1000000.0,3000000.0,120000000.0,3000000.0,5000000.0,5000000.0,5000000.0,1000000.0,40000000.0,44000000.0,5000000.0,0.0,0.0,0.0
ProceedsFromSecuritiesPurchasedUnderAgreementsToResell / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,151000000.0,226000000.0
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488000000.0,1488000000.0,1488000000.0,1488000000.0,1508000000.0,1508000000.0,1508000000.0
PropertyPlantAndEquipmentGross / USD,,,2862000000.0,,,,3849000000.0,,,,4500000000.0,,,,5158000000.0,,,5158000000.0,,5907000000.0,,,,6416000000.0,,,,7009000000.0,,,,7590000000.0,,,,8112000000.0,,,,8436000000.0,,,
PropertyPlantAndEquipmentNet / USD,922000000.0,922000000.0,922000000.0,1344000000.0,1344000000.0,1344000000.0,1344000000.0,1482000000.0,1482000000.0,1482000000.0,1482000000.0,1528000000.0,1528000000.0,1528000000.0,1528000000.0,1724000000.0,1724000000.0,1528000000.0,1724000000.0,1724000000.0,1693000000.0,1693000000.0,1693000000.0,1693000000.0,1807000000.0,1807000000.0,1807000000.0,1807000000.0,1909000000.0,1909000000.0,1909000000.0,1909000000.0,1730000000.0,1730000000.0,1730000000.0,1730000000.0,,,,1488000000.0,,,
RealizedInvestmentGainsLosses / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42000000.0,-42000000.0,-43000000.0
ReclassificationFromAociCurrentPeriodNetOfTaxAttributableToParent / USD,-40000000.0,-56000000.0,-36000000.0,50000000.0,112000000.0,,182000000.0,29000000.0,38000000.0,65000000.0,115000000.0,39000000.0,58000000.0,,,,,,,8000000.0,,110000000.0,179000000.0,-30000000.0,42000000.0,75000000.0,58000000.0,237000000.0,-59000000.0,-148000000.0,-192000000.0,20000000.0,47000000.0,154000000.0,310000000.0,-190000000.0,51000000.0,85000000.0,92000000.0,467000000.0,-42000000.0,-19000000.0,-31000000.0
RepaymentsOfDebt / USD,,,,,,,,,,,,,,180000000.0,21000000.0,,1076000000.0,21000000.0,1101000000.0,980000000.0,,0.0,2509000000.0,1115000000.0,,3000000000.0,3000000000.0,2516000000.0,0.0,0.0,0.0,3000000000.0,104000000.0,1686000000.0,1686000000.0,361000000.0,5000000.0,942000000.0,942000000.0,1686000000.0,359000000.0,411000000.0,411000000.0
RestrictedCashCurrent / USD,,,,,,,,,,,,,,,,75000000.0,75000000.0,,75000000.0,75000000.0,64000000.0,64000000.0,64000000.0,64000000.0,81000000.0,81000000.0,81000000.0,81000000.0,109000000.0,109000000.0,109000000.0,109000000.0,17000000.0,17000000.0,17000000.0,17000000.0,3000000.0,3000000.0,3000000.0,3000000.0,1000000.0,1000000.0,1000000.0
RestructuringCharges / USD,0.0,0.0,0.0,48000000.0,49000000.0,49000000.0,0.0,0.0,0.0,0.0,48000000.0,25000000.0,25000000.0,25000000.0,40000000.0,,,40000000.0,,,,78000000.0,78000000.0,25000000.0,29000000.0,55000000.0,74000000.0,78000000.0,32000000.0,27000000.0,27000000.0,109000000.0,20000000.0,91000000.0,114000000.0,27000000.0,117000000.0,117000000.0,120000000.0,121000000.0,175000000.0,258000000.0,294000000.0
RestructuringReserve / USD,0.0,0.0,0.0,,,,,,,,,2000000.0,2000000.0,2000000.0,,,,,,,,9000000.0,9000000.0,9000000.0,55000000.0,55000000.0,55000000.0,55000000.0,5000000.0,5000000.0,5000000.0,5000000.0,24000000.0,24000000.0,24000000.0,24000000.0,,,,0.0,,,
RetainedEarningsAccumulatedDeficit / USD,,0.0,0.0,668000000.0,668000000.0,668000000.0,668000000.0,2069000000.0,2069000000.0,2069000000.0,2069000000.0,3823000000.0,3823000000.0,3823000000.0,3823000000.0,5880000000.0,5880000000.0,3823000000.0,5880000000.0,5880000000.0,8342000000.0,8342000000.0,8342000000.0,8342000000.0,12366000000.0,12366000000.0,12366000000.0,12366000000.0,16535000000.0,16535000000.0,16535000000.0,16535000000.0,18954000000.0,18954000000.0,18954000000.0,18954000000.0,23200000000.0,23200000000.0,23200000000.0,23200000000.0,27347000000.0,27347000000.0,27347000000.0
RevenueNotFromContractWithCustomer / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000000.0,451000000.0,903000000.0,1300000000.0,1300000000.0,468000000.0,988000000.0,1500000000.0
Revenues / USD,,,,,,,,,,,,,,,,,,,,,,8433000000.0,12811000000.0,15451000000.0,4618000000.0,9879000000.0,15338000000.0,17772000000.0,6033000000.0,12271000000.0,18453000000.0,21454000000.0,6483000000.0,13289000000.0,20135000000.0,25371000000.0,7040000000.0,14327000000.0,21745000000.0,27518000000.0,7699000000.0,15584000000.0,23431000000.0
RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000.0,0.0,0.0,0.0,16000000.0,55000000.0,82000000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,,,,,,,511000000.0,68000000.0,,100000000.0,598000000.0,5000000.0,68000000.0,100000000.0,598000000.0,244000000.0,246000000.0,261000000.0,598000000.0,1000000.0,11000000.0,79000000.0,345000000.0,83000000.0,94000000.0,99000000.0,124000000.0,-1000000.0,22000000.0,-1000000.0,131000000.0,143000000.0,277000000.0,336000000.0
SafeguardingAssetPlatformOperatorCryptoAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241000000.0,1241000000.0,,,
SafeguardingLiabilityPlatformOperatorCryptoAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241000000.0,1241000000.0,,,
SecuritiesPurchasedUnderAgreementsToResellCollateralObligationToReturnCash / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,87000000.0,87000000.0,87000000.0
SecuritiesPurchasedUnderAgreementsToResellCollateralObligationToReturnSecurities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
SecuritiesPurchasedUnderAgreementsToResellNotOffsetPolicyElectionDeduction / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
SecuritiesSoldUnderAgreementsToRepurchaseCollateralRightToReclaimCash / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
SecuritiesSoldUnderAgreementsToRepurchaseFairValueOfCollateral / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,96000000.0,96000000.0,96000000.0
SecuritiesSoldUnderAgreementsToResellNotOffsetPolicyElectionDeduction / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
SecurityPurchasedUnderAgreementToResellAfterOffsetAndDeductionSubjectToMasterNettingArrangement / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
SecurityPurchasedUnderAgreementToResellAfterOffsetSubjectToMasterNettingArrangement / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,87000000.0,87000000.0,87000000.0
SecuritySoldUnderAgreementToRepurchaseAfterOffsetAndDeductionSubjectToMasterNettingArrangement / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
SecuritySoldUnderAgreementToRepurchaseAfterOffsetSubjectToMasterNettingArrangement / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
SellingAndMarketingExpense / USD,468000000.0,735000000.0,791000000.0,222000000.0,456000000.0,682000000.0,954000000.0,233000000.0,483000000.0,716000000.0,937000000.0,238000000.0,522000000.0,800000000.0,969000000.0,281000000.0,588000000.0,966000000.0,913000000.0,1142000000.0,329000000.0,685000000.0,1001000000.0,1314000000.0,371000000.0,785000000.0,1256000000.0,1401000000.0,602000000.0,1230000000.0,1779000000.0,1861000000.0,594000000.0,1189000000.0,1733000000.0,2445000000.0,436000000.0,901000000.0,1343000000.0,2257000000.0,421000000.0,867000000.0,1375000000.0
ShareBasedCompensation / USD,143000000.0,218000000.0,253000000.0,79000000.0,162000000.0,256000000.0,299000000.0,95000000.0,206000000.0,313000000.0,346000000.0,145000000.0,321000000.0,514000000.0,438000000.0,205000000.0,410000000.0,438000000.0,623000000.0,733000000.0,247000000.0,470000000.0,736000000.0,853000000.0,283000000.0,635000000.0,999000000.0,1021000000.0,368000000.0,758000000.0,1058000000.0,1376000000.0,429000000.0,741000000.0,967000000.0,1376000000.0,345000000.0,708000000.0,1087000000.0,1261000000.0,365000000.0,663000000.0,947000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117000.0,,,,69000.0,,,,36000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,,,,14.28,,,,13.9,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66000000.0,,,,81000000.0,,,,16000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000.0,,,,9000.0,,,,2000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.66,,,,15.76,,,,11.19,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,0.0,,,,0.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8080000.0,,,,3402000.0,,,,2660000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339000.0,,,,141000.0,,,,72000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.55,,,,14.56,,,,15.18,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172000.0,,,,95000.0,,,,1000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000.0,,,,3000.0,,,,0.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.89,,,,37.45,,,,114.09,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.62,,,,13.65,,,,16.5,,,
ShareRepurchaseProgramExciseTaxPayable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,40000000.0,44000000.0,10000000.0,25000000.0,40000000.0
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6875000.0,,,,3305000.0,,,,2659000.0,,,
ShortTermInvestments / USD,29000000.0,29000000.0,29000000.0,2018000000.0,2018000000.0,2018000000.0,2018000000.0,3385000000.0,3385000000.0,3385000000.0,3385000000.0,2812000000.0,2812000000.0,2812000000.0,2812000000.0,1534000000.0,1534000000.0,2812000000.0,1534000000.0,1534000000.0,3412000000.0,3412000000.0,3412000000.0,3412000000.0,8289000000.0,8289000000.0,8289000000.0,8289000000.0,4303000000.0,4303000000.0,4303000000.0,4303000000.0,3092000000.0,3092000000.0,3092000000.0,3092000000.0,4979000000.0,4979000000.0,4979000000.0,4979000000.0,4262000000.0,4262000000.0,4262000000.0
StockIssuedDuringPeriodSharesStockOptionsExercised / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190000.0,,,,60000.0,,,,34000.0,,,
StockIssuedDuringPeriodValueTreasuryStockReissued / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000000.0,4000000.0,4000000.0,4000000.0,,,,
StockholdersEquity / USD,8248000000.0,8248000000.0,6181000000.0,13759000000.0,13759000000.0,13759000000.0,7390000000.0,14712000000.0,14712000000.0,14712000000.0,8248000000.0,15994000000.0,15994000000.0,15994000000.0,13759000000.0,15994000000.0,15994000000.0,13759000000.0,15994000000.0,15386000000.0,16885000000.0,16885000000.0,16885000000.0,16885000000.0,20019000000.0,20019000000.0,20019000000.0,20019000000.0,21727000000.0,21727000000.0,21727000000.0,21727000000.0,20274000000.0,20274000000.0,21727000000.0,20274000000.0,20274000000.0,20274000000.0,20274000000.0,21727000000.0,21051000000.0,21051000000.0,21051000000.0
StockholdersEquityOther / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,-1000000.0,,,,-1000000.0,,,
SubleaseIncome / USD,,,,,,,,,,,,,,,,2000000.0,4000000.0,,9000000.0,6000000.0,2000000.0,4000000.0,5000000.0,6000000.0,1000000.0,2000000.0,4000000.0,6000000.0,2000000.0,4000000.0,6000000.0,6000000.0,2000000.0,4000000.0,6000000.0,8000000.0,2000000.0,4000000.0,6000000.0,8000000.0,3000000.0,6000000.0,9000000.0
