fact_unit,2013-05-15,2013-08-14,2013-11-13,2014-03-26,2014-05-13,2014-08-12,2014-11-10,2015-02-27,2015-05-07,2015-08-06,2015-11-05,2016-02-24,2016-05-06,2016-08-05,2016-11-03,2017-02-16,2017-05-04,2017-08-08,2017-11-02,2018-02-15,2018-05-02,2018-08-02,2018-11-01,2019-02-14,2019-05-02,2019-08-06,2019-08-09,2019-11-07,2020-02-13,2020-05-06,2020-08-06,2020-11-05,2021-02-16,2021-05-06,2021-08-05,2021-11-04,2022-02-15,2022-05-05,2022-08-04,2022-11-03,2023-02-14,2023-05-04,2023-08-08,2023-11-02,2024-02-13,2024-05-02,2024-08-06,2024-11-04,2025-02-13,2025-05-06,2025-08-05,2025-11-04
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,0.0,0.0,1000000.0,1000000.0,750000000.0,750000000.0,750000000.0,751000000.0,0.0,0.0,0.0,0.0,500000000.0,500000000.0,500000000.0,500000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350000000.0,1350000000.0,,1350000000.0,1350000000.0,0.0,0.0,0.0,0.0,750000000.0,,,0.0,,,,750000000.0,,,,500000000.0,,,,0.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,400000000.0,400000000.0,401000000.0,401000000.0,1000000.0,1000000.0,1000000.0,1000000.0,751000000.0,751000000.0,751000000.0,750000000.0,0.0,0.0,0.0,0.0,500000000.0,500000000.0,500000000.0,500000000.0,0.0,0.0,600000000.0,600000000.0,0.0,0.0,,0.0,0.0,1350000000.0,1350000000.0,1350000000.0,1350000000.0,0.0,750000000.0,750000000.0,750000000.0,0.0,0.0,0.0,0.0,750000000.0,750000000.0,750000000.0,750000000.0,500000000.0,500000000.0,500000000.0,500000000.0,0.0,0.0,0.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,0.0,0.0,0.0,0.0,401000000.0,401000000.0,401000000.0,401000000.0,0.0,0.0,0.0,0.0,750000000.0,750000000.0,750000000.0,750000000.0,0.0,0.0,0.0,0.0,500000000.0,500000000.0,500000000.0,500000000.0,600000000.0,600000000.0,,600000000.0,600000000.0,0.0,0.0,0.0,0.0,1350000000.0,0.0,0.0,0.0,750000000.0,750000000.0,750000000.0,1350000000.0,0.0,0.0,0.0,0.0,750000000.0,750000000.0,750000000.0,750000000.0,500000000.0,500000000.0,1350000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401000000.0,401000000.0,401000000.0,400000000.0,0.0,0.0,0.0,0.0,750000000.0,750000000.0,750000000.0,0.0,0.0,0.0,0.0,0.0,500000000.0,500000000.0,,500000000.0,500000000.0,600000000.0,600000000.0,600000000.0,600000000.0,0.0,1350000000.0,1350000000.0,1350000000.0,0.0,0.0,0.0,0.0,1350000000.0,1350000000.0,1350000000.0,1350000000.0,0.0,0.0,0.0,0.0,750000000.0,750000000.0,750000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000000.0,500000000.0,500000000.0,,600000000.0,600000000.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1350000000.0,1350000000.0,0.0
LongTermDebtNoncurrent / USD,0.0,0.0,0.0,0.0,3642000000.0,3642000000.0,3642000000.0,3642000000.0,3643000000.0,3643000000.0,3624000000.0,3624000000.0,4463000000.0,4463000000.0,4463000000.0,4463000000.0,4468000000.0,4468000000.0,4468000000.0,4468000000.0,4953000000.0,4953000000.0,4953000000.0,4953000000.0,6443000000.0,6443000000.0,,6443000000.0,6443000000.0,5947000000.0,5947000000.0,5947000000.0,5947000000.0,6595000000.0,6595000000.0,6595000000.0,6595000000.0,6592000000.0,6592000000.0,6592000000.0,6592000000.0,6552000000.0,6552000000.0,6552000000.0,6552000000.0,6564000000.0,6564000000.0,6564000000.0,6564000000.0,5220000000.0,5220000000.0,5220000000.0
MachineryAndEquipmentGross / USD,,,,1071000000.0,,,,1205000000.0,,,,1342000000.0,,,,1434000000.0,,,,1582000000.0,,,,1696000000.0,,,,,1852000000.0,,,,2119000000.0,,,,2440000000.0,,,,2627000000.0,,,,3013000000.0,,,,3372000000.0,,,
MinorityInterest / USD,15000000.0,15000000.0,15000000.0,15000000.0,22000000.0,22000000.0,22000000.0,22000000.0,26000000.0,26000000.0,26000000.0,26000000.0,23000000.0,23000000.0,23000000.0,23000000.0,12000000.0,12000000.0,12000000.0,12000000.0,16000000.0,16000000.0,16000000.0,16000000.0,,,,,,,0.0,0.0,0.0,4000000.0,4000000.0,4000000.0,4000000.0,1000000.0,1000000.0,1000000.0,1000000.0,-2000000.0,-2000000.0,-2000000.0,-2000000.0,-6000000.0,-6000000.0,-6000000.0,-6000000.0,0.0,0.0,0.0
MinorityInterestDecreaseFromRedemptions / USD,,,,,,,,,,,,,,,,,,,,43000000.0,,,,43000000.0,,,,,-43000000.0,,,6000000.0,6000000.0,,,,,,,,,,,,,,,,4000000.0,,,
NetCashProvidedByUsedInFinancingActivities / USD,71000000.0,18000000.0,0.0,-30000000.0,-108000000.0,-140000000.0,-172000000.0,-78000000.0,-35000000.0,-74000000.0,-112000000.0,-200000000.0,-94000000.0,-185000000.0,-271000000.0,-154000000.0,-543000000.0,-651000000.0,-775000000.0,755000000.0,-176000000.0,-240000000.0,716000000.0,-903000000.0,-262000000.0,-533000000.0,,730000000.0,-251000000.0,-243000000.0,-469000000.0,-701000000.0,533000000.0,-328000000.0,813000000.0,720000000.0,-951000000.0,-339000000.0,-629000000.0,-1548000000.0,123000000.0,-545000000.0,-1155000000.0,-1684000000.0,-1862000000.0,-1802000000.0,-2296000000.0,-2712000000.0,-904000000.0,-524000000.0,-1287000000.0,-1915000000.0
NetCashProvidedByUsedInInvestingActivities / USD,-33000000.0,-59000000.0,-89000000.0,-449000000.0,-22000000.0,-74000000.0,-128000000.0,-135000000.0,-45000000.0,-95000000.0,-137000000.0,-179000000.0,-274000000.0,-318000000.0,-378000000.0,-187000000.0,18000000.0,-31000000.0,-155000000.0,-1115000000.0,-48000000.0,-88000000.0,-216000000.0,-214000000.0,-45000000.0,-121000000.0,,-2185000000.0,-270000000.0,-23000000.0,-82000000.0,-291000000.0,-2259000000.0,-57000000.0,-221000000.0,-395000000.0,-504000000.0,-63000000.0,-202000000.0,-316000000.0,-572000000.0,-118000000.0,-321000000.0,-445000000.0,-458000000.0,-216000000.0,-296000000.0,-567000000.0,-883000000.0,-131000000.0,-263000000.0,-441000000.0
NetCashProvidedByUsedInOperatingActivities / USD,-4000000.0,70000000.0,144000000.0,497000000.0,281000000.0,269000000.0,383000000.0,454000000.0,-23000000.0,136000000.0,239000000.0,681000000.0,60000000.0,182000000.0,386000000.0,626000000.0,51000000.0,188000000.0,427000000.0,664000000.0,119000000.0,299000000.0,738000000.0,713000000.0,389000000.0,656000000.0,,1206000000.0,1346000000.0,389000000.0,707000000.0,1213000000.0,1790000000.0,408000000.0,846000000.0,1408000000.0,1795000000.0,400000000.0,881000000.0,1534000000.0,2126000000.0,309000000.0,645000000.0,1171000000.0,2213000000.0,549000000.0,732000000.0,1456000000.0,1912000000.0,595000000.0,1097000000.0,2048000000.0
NetIncomeLoss / USD,111000000.0,284000000.0,446000000.0,245000000.0,140000000.0,268000000.0,399000000.0,436000000.0,155000000.0,291000000.0,457000000.0,504000000.0,165000000.0,128000000.0,317000000.0,583000000.0,204000000.0,428000000.0,667000000.0,339000000.0,238000000.0,485000000.0,783000000.0,821000000.0,352000000.0,736000000.0,,1083000000.0,864000000.0,312000000.0,683000000.0,1116000000.0,1428000000.0,423000000.0,800000000.0,1279000000.0,1500000000.0,559000000.0,1071000000.0,1623000000.0,1638000000.0,595000000.0,1124000000.0,1653000000.0,2037000000.0,552000000.0,1223000000.0,1819000000.0,2114000000.0,599000000.0,1223000000.0,1905000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,1000000.0,1000000.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,3000000.0,4000000.0,-1000000.0,0.0,1000000.0,2000000.0,4000000.0,0.0,0.0,-2000000.0,0.0,1000000.0,1000000.0,-1000000.0,-2000000.0,-2000000.0,-4000000.0,,-4000000.0,-2000000.0,,0.0,0.0,-4000000.0,0.0,-1000000.0,-1000000.0,0.0,-1000000.0,-2000000.0,-2000000.0,-2000000.0,-1000000.0,-1000000.0,-2000000.0,-3000000.0,-1000000.0,-2000000.0,-2000000.0,-3000000.0,0.0,0.0,10000000.0
NoncontrollingInterestDecreaseFromDeconsolidation / USD,,,,,,,,,,,,,,-8000000.0,,,,6000000.0,6000000.0,6000000.0,,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,,,,4000000.0
NonoperatingIncomeExpense / USD,,,37000000.0,-48000000.0,-5000000.0,5000000.0,11000000.0,46000000.0,-1000000.0,-9000000.0,-13000000.0,9000000.0,0.0,-2000000.0,0.0,-7000000.0,30000000.0,26000000.0,29000000.0,-81000000.0,10000000.0,12000000.0,11000000.0,2000000.0,5000000.0,9000000.0,,28000000.0,-6000000.0,14000000.0,20000000.0,46000000.0,83000000.0,20000000.0,15000000.0,15000000.0,57000000.0,-2000000.0,-12000000.0,-16000000.0,-17000000.0,-7000000.0,-9000000.0,-6000000.0,-48000000.0,53000000.0,157000000.0,151000000.0,-40000000.0,8000000.0,-17000000.0,-1000000.0
NumberOfCountriesInWhichEntityOperates / country,,,,,,,,,,,70.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
NumberOfOperatingSegments / segment,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
OperatingLeaseExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,9000000.0,19000000.0,,29000000.0,40000000.0,9000000.0,,,40000000.0,,,,40000000.0,,,,46000000.0,,,,50000000.0,,,,51000000.0,,,
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,200000000.0,167000000.0,205000000.0,,203000000.0,199000000.0,199000000.0,,,199000000.0,,,,203000000.0,,,,192000000.0,,,,236000000.0,,,,225000000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,33000000.0,36000000.0,,34000000.0,35000000.0,35000000.0,,,35000000.0,,,,40000000.0,,,,41000000.0,,,,43000000.0,,,,48000000.0,,,
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,134000000.0,0.0,,0.0,0.0,164000000.0,164000000.0,164000000.0,164000000.0,163000000.0,163000000.0,163000000.0,163000000.0,151000000.0,151000000.0,151000000.0,151000000.0,186000000.0,186000000.0,186000000.0,186000000.0,188000000.0,188000000.0,188000000.0,188000000.0,174000000.0,174000000.0,174000000.0
OperatingLeasePayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,9000000.0,19000000.0,,28000000.0,42000000.0,9000000.0,19000000.0,28000000.0,42000000.0,11000000.0,20000000.0,31000000.0,42000000.0,11000000.0,23000000.0,34000000.0,42000000.0,13000000.0,25000000.0,37000000.0,47000000.0,14000000.0,28000000.0,42000000.0,51000000.0,15000000.0,30000000.0,46000000.0
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,200000000.0,158000000.0,0.0,,0.0,0.0,189000000.0,189000000.0,189000000.0,189000000.0,192000000.0,192000000.0,192000000.0,192000000.0,181000000.0,181000000.0,181000000.0,181000000.0,220000000.0,220000000.0,220000000.0,220000000.0,230000000.0,230000000.0,230000000.0,230000000.0,219000000.0,219000000.0,219000000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,0.0369,0.0375,,0.0366,0.0367,0.0376,,,0.0367,,,,0.0312,,,,0.0281,,,,0.0278,,,,0.0341,,,
OtherAccruedLiabilitiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543000000.0,543000000.0,543000000.0,,556000000.0,556000000.0,556000000.0,,710000000.0,710000000.0,710000000.0,,682000000.0,682000000.0,682000000.0,,683000000.0,683000000.0,683000000.0,,746000000.0,746000000.0,746000000.0
OtherAssetImpairmentCharges / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,3000000.0,4000000.0,,,0.0,3000000.0,,,1000000.0,7000000.0,,,
OtherAssetsCurrent / USD,201000000.0,201000000.0,201000000.0,201000000.0,219000000.0,219000000.0,219000000.0,219000000.0,205000000.0,205000000.0,205000000.0,205000000.0,201000000.0,201000000.0,201000000.0,201000000.0,248000000.0,248000000.0,248000000.0,248000000.0,228000000.0,228000000.0,228000000.0,228000000.0,271000000.0,271000000.0,,271000000.0,271000000.0,318000000.0,318000000.0,318000000.0,318000000.0,366000000.0,366000000.0,366000000.0,366000000.0,389000000.0,389000000.0,389000000.0,389000000.0,365000000.0,365000000.0,365000000.0,365000000.0,434000000.0,434000000.0,434000000.0,434000000.0,377000000.0,377000000.0,377000000.0
OtherAssetsNoncurrent / USD,88000000.0,88000000.0,88000000.0,88000000.0,58000000.0,58000000.0,58000000.0,58000000.0,67000000.0,67000000.0,48000000.0,48000000.0,49000000.0,49000000.0,49000000.0,49000000.0,73000000.0,73000000.0,73000000.0,73000000.0,75000000.0,75000000.0,75000000.0,75000000.0,94000000.0,94000000.0,,94000000.0,94000000.0,98000000.0,98000000.0,98000000.0,98000000.0,106000000.0,106000000.0,106000000.0,106000000.0,111000000.0,111000000.0,111000000.0,111000000.0,147000000.0,147000000.0,147000000.0,147000000.0,206000000.0,206000000.0,206000000.0,206000000.0,250000000.0,250000000.0,250000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11000000.0,,,,-1000000.0,,,,4000000.0,,,,-15000000.0,,,,19000000.0,,,,86000000.0,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,34000000.0,-128000000.0,-106000000.0,4000000.0,16000000.0,-17000000.0,-79000000.0,-93000000.0,-11000000.0,18000000.0,-20000000.0,-54000000.0,-118000000.0,-143000000.0,-200000000.0,-123000000.0,2000000.0,65000000.0,114000000.0,-269000000.0,44000000.0,56000000.0,154000000.0,17000000.0,77000000.0,-38000000.0,,-113000000.0,98000000.0,23000000.0,-45000000.0,-95000000.0,-134000000.0,-44000000.0,-101000000.0,46000000.0,-104000000.0,33000000.0,70000000.0,9000000.0,69000000.0,21000000.0,-52000000.0,-208000000.0,-101000000.0,-7000000.0,-66000000.0,-6000000.0,-188000000.0,-18000000.0,-23000000.0,-2000000.0
OtherComprehensiveIncomeLossNetOfTax / USD,34000000.0,-128000000.0,-104000000.0,9000000.0,14000000.0,-20000000.0,-82000000.0,-92000000.0,-8000000.0,21000000.0,-18000000.0,-56000000.0,-117000000.0,-142000000.0,-202000000.0,-130000000.0,3000000.0,65000000.0,114000000.0,-262000000.0,46000000.0,56000000.0,144000000.0,21000000.0,77000000.0,-38000000.0,,-114000000.0,95000000.0,31000000.0,-40000000.0,-70000000.0,-124000000.0,-55000000.0,-130000000.0,-9000000.0,-97000000.0,97000000.0,107000000.0,63000000.0,-4000000.0,60000000.0,42000000.0,-45000000.0,-34000000.0,-11000000.0,-78000000.0,3000000.0,-53000000.0,-2000000.0,-6000000.0,-12000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,,,,,,,,,,,,,,,,,,-3000000.0,-2000000.0,-9000000.0,-2000000.0,-1000000.0,-1000000.0,6000000.0,,,,,-8000000.0,,,0.0,-2000000.0,,,1000000.0,9000000.0,0.0,0.0,0.0,0.0,-1000000.0,-1000000.0,-1000000.0,-6000000.0,-4000000.0,-4000000.0,-4000000.0,-13000000.0,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1000000.0,3000000.0,1000000.0,1000000.0,1000000.0,6000000.0,,,
OtherLiabilitiesCurrent / USD,,,,,,,589000000.0,19000000.0,8000000.0,8000000.0,8000000.0,8000000.0,59000000.0,59000000.0,59000000.0,59000000.0,41000000.0,41000000.0,41000000.0,41000000.0,44000000.0,44000000.0,44000000.0,44000000.0,34000000.0,34000000.0,,34000000.0,34000000.0,55000000.0,55000000.0,55000000.0,55000000.0,93000000.0,93000000.0,93000000.0,93000000.0,67000000.0,67000000.0,67000000.0,67000000.0,97000000.0,97000000.0,97000000.0,97000000.0,102000000.0,102000000.0,102000000.0,102000000.0,125000000.0,125000000.0,125000000.0
OtherLiabilitiesNoncurrent / USD,107000000.0,107000000.0,107000000.0,107000000.0,168000000.0,168000000.0,168000000.0,168000000.0,207000000.0,207000000.0,207000000.0,207000000.0,251000000.0,251000000.0,251000000.0,251000000.0,248000000.0,248000000.0,248000000.0,248000000.0,201000000.0,201000000.0,201000000.0,201000000.0,187000000.0,187000000.0,,187000000.0,187000000.0,229000000.0,229000000.0,229000000.0,229000000.0,270000000.0,270000000.0,270000000.0,270000000.0,239000000.0,239000000.0,239000000.0,239000000.0,217000000.0,217000000.0,217000000.0,217000000.0,237000000.0,237000000.0,237000000.0,237000000.0,222000000.0,222000000.0,222000000.0
OtherNoncashIncomeExpense / USD,-1000000.0,3000000.0,2000000.0,1000000.0,-1000000.0,1000000.0,0.0,-3000000.0,-3000000.0,8000000.0,8000000.0,10000000.0,-3000000.0,-9000000.0,-11000000.0,3000000.0,-1000000.0,-9000000.0,-13000000.0,-10000000.0,-4000000.0,0.0,-11000000.0,-19000000.0,-3000000.0,-11000000.0,,17000000.0,-10000000.0,,0.0,11000000.0,14000000.0,0.0,-2000000.0,-9000000.0,12000000.0,-4000000.0,-7000000.0,-4000000.0,-11000000.0,-4000000.0,-13000000.0,-3000000.0,0.0,1000000.0,6000000.0,6000000.0,-13000000.0,3000000.0,-11000000.0,-11000000.0
OtherNonoperatingIncomeExpense / USD,0.0,0.0,1000000.0,-6000000.0,-2000000.0,1000000.0,-2000000.0,0.0,-2000000.0,-2000000.0,-1000000.0,2000000.0,1000000.0,-2000000.0,1000000.0,-3000000.0,-1000000.0,4000000.0,5000000.0,5000000.0,5000000.0,8000000.0,3000000.0,2000000.0,0.0,-1000000.0,,18000000.0,1000000.0,-1000000.0,0.0,-1000000.0,15000000.0,1000000.0,1000000.0,-1000000.0,0.0,-2000000.0,-4000000.0,-1000000.0,-5000000.0,1000000.0,7000000.0,8000000.0,-4000000.0,-5000000.0,-2000000.0,-6000000.0,14000000.0,-5000000.0,-3000000.0,-5000000.0
OtherReceivablesNetCurrent / USD,,,,43000000.0,,,,65000000.0,,,,72000000.0,,,,69000000.0,,,,49000000.0,,,,62000000.0,,,,,41000000.0,,,,37000000.0,,,,48000000.0,,,,47000000.0,,,,71000000.0,,,,58000000.0,,,
PaymentForContingentConsiderationLiabilityFinancingActivities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,8000000.0,9000000.0,12000000.0,,0.0,0.0,9000000.0,,5000000.0,5000000.0,2000000.0,,,0.0,6000000.0,,0.0,3000000.0,1000000.0,,5000000.0,5000000.0
PaymentsForProceedsFromHedgeInvestingActivities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37000000.0,0.0,-24000000.0,-20000000.0,8000000.0,-37000000.0,-17000000.0,-2000000.0,-17000000.0,27000000.0,-6000000.0,-40000000.0,-74000000.0,-44000000.0,-13000000.0,-3000000.0,-23000000.0,-23000000.0,-10000000.0,-21000000.0,-11000000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,2000000.0,3000000.0,8000000.0,3000000.0,,,0.0,12000000.0,,,1000000.0,4000000.0,,,8000000.0,1000000.0,0.0,0.0,-6000000.0,10000000.0,3000000.0,-7000000.0,-6000000.0,0.0,0.0,3000000.0,,-1000000.0,1000000.0,-4000000.0,-8000000.0,6000000.0,7000000.0,1000000.0,2000000.0,-1000000.0,8000000.0,,,,0.0,,0.0,0.0,1000000.0,0.0,-3000000.0,-2000000.0,0.0,1000000.0,2000000.0,2000000.0
PaymentsForRepurchaseOfCommonStock / USD,,,,,,,,,0.0,0.0,0.0,0.0,48000000.0,100000000.0,150000000.0,0.0,76000000.0,151000000.0,225000000.0,203000000.0,125000000.0,250000000.0,375000000.0,300000000.0,190000000.0,405000000.0,,548000000.0,500000000.0,150000000.0,300000000.0,450000000.0,698000000.0,250000000.0,250000000.0,250000000.0,626000000.0,181000000.0,347000000.0,545000000.0,250000000.0,361000000.0,812000000.0,1189000000.0,743000000.0,283000000.0,607000000.0,857000000.0,1594000000.0,339000000.0,872000000.0,1305000000.0
PaymentsOfDebtIssuanceCosts / USD,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,3000000.0,,,,,,,0.0,0.0,11000000.0,,12000000.0,12000000.0,0.0,,,,12000000.0,,,,0.0,,,,10000000.0,,,0.0
PaymentsOfOrdinaryDividends / USD,52000000.0,62000000.0,63000000.0,416000000.0,0.0,33000000.0,65000000.0,63000000.0,36000000.0,73000000.0,109000000.0,98000000.0,42000000.0,85000000.0,127000000.0,146000000.0,47000000.0,94000000.0,141000000.0,168000000.0,52000000.0,103000000.0,155000000.0,188000000.0,62000000.0,122000000.0,,183000000.0,206000000.0,79000000.0,157000000.0,235000000.0,243000000.0,95000000.0,190000000.0,285000000.0,314000000.0,119000000.0,238000000.0,357000000.0,380000000.0,154000000.0,307000000.0,460000000.0,474000000.0,174000000.0,347000000.0,520000000.0,611000000.0,198000000.0,395000000.0,592000000.0
PaymentsToAcquireBusinessTwoNetOfCashAcquired / USD,,,,,,,,,,,,0.0,,,,,,,,,,,82000000.0,88000000.0,,,,110000000.0,82000000.0,0.0,0.0,137000000.0,114000000.0,6000000.0,78000000.0,108000000.0,195000000.0,3000000.0,14000000.0,14000000.0,113000000.0,4000000.0,93000000.0,96000000.0,14000000.0,7000000.0,7000000.0,155000000.0,312000000.0,,8000000.0,8000000.0
PaymentsToAcquireInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10000000.0,0.0,5000000.0,7000000.0,8000000.0,12000000.0,1000000.0,2000000.0,3000000.0,9000000.0,1000000.0,3000000.0,4000000.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,31000000.0,55000000.0,81000000.0,135000000.0,22000000.0,80000000.0,135000000.0,126000000.0,45000000.0,87000000.0,129000000.0,184000000.0,45000000.0,91000000.0,143000000.0,180000000.0,45000000.0,99000000.0,156000000.0,224000000.0,42000000.0,93000000.0,141000000.0,216000000.0,53000000.0,126000000.0,,200000000.0,224000000.0,63000000.0,166000000.0,294000000.0,338000000.0,94000000.0,184000000.0,301000000.0,460000000.0,77000000.0,190000000.0,309000000.0,453000000.0,115000000.0,261000000.0,415000000.0,477000000.0,223000000.0,389000000.0,534000000.0,586000000.0,140000000.0,272000000.0,439000000.0
PreferredStockSharesAuthorized / shares,,,,,1000000000.0,1000000000.0,1000000000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,,1000000000.0,1000000000.0,1000000000.0,1000000000.0,,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0
ProceedsFromDivestitureOfBusinessesNetOfCashDivested / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,93000000.0,96000000.0,0.0,,0.0,0.0
ProceedsFromIssuanceOfSeniorLongTermDebt / USD,0.0,0.0,0.0,0.0,2624000000.0,2624000000.0,2625000000.0,0.0,,,,2625000000.0,,,,0.0,,,,1236000000.0,,,,0.0,,,,,1231000000.0,,,,1496000000.0,,,,0.0,,,,1240000000.0,,,,0.0,,,,1348000000.0,,,
ProceedsFromPaymentsForOtherFinancingActivities / USD,123000000.0,80000000.0,63000000.0,529000000.0,-281000000.0,-184000000.0,-184000000.0,-15000000.0,,,,-184000000.0,,,,-2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
ProceedsFromRepaymentsOfShortTermDebt / USD,0.0,0.0,0.0,0.0,6000000.0,12000000.0,11000000.0,0.0,1000000.0,-2000000.0,-5000000.0,16000000.0,-5000000.0,-2000000.0,2000000.0,-8000000.0,-1000000.0,-1000000.0,-5000000.0,-2000000.0,,,,-5000000.0,0.0,0.0,,0.0,0.0,-9000000.0,-9000000.0,-9000000.0,8000000.0,,1000000.0,1000000.0,-9000000.0,,0.0,-4000000.0,4000000.0,0.0,2000000.0,3000000.0,-4000000.0,1000000.0,0.0,0.0,2000000.0,21000000.0,-3000000.0,-3000000.0
ProceedsFromSaleOfPropertyPlantAndEquipment / USD,,0.0,0.0,34000000.0,,6000000.0,7000000.0,3000000.0,0.0,7000000.0,8000000.0,9000000.0,1000000.0,2000000.0,2000000.0,9000000.0,75000000.0,88000000.0,89000000.0,2000000.0,0.0,1000000.0,1000000.0,90000000.0,8000000.0,8000000.0,,8000000.0,37000000.0,0.0,0.0,20000000.0,56000000.0,20000000.0,23000000.0,21000000.0,21000000.0,,,,21000000.0,0.0,0.0,0.0,2000000.0,2000000.0,3000000.0,4000000.0,1000000.0,1000000.0,1000000.0,1000000.0
ProceedsFromStockOptionsExercised / USD,,,,,,,,,,,,,,,,,,,,9000000.0,,,,36000000.0,,,,,35000000.0,,,,36000000.0,,,,39000000.0,,,,57000000.0,,,,36000000.0,,,,15000000.0,,,
ProfitLoss / USD,112000000.0,285000000.0,446000000.0,248000000.0,140000000.0,268000000.0,399000000.0,436000000.0,155000000.0,294000000.0,461000000.0,503000000.0,165000000.0,129000000.0,319000000.0,587000000.0,204000000.0,428000000.0,665000000.0,339000000.0,239000000.0,486000000.0,782000000.0,819000000.0,350000000.0,732000000.0,,1079000000.0,862000000.0,312000000.0,683000000.0,1116000000.0,1424000000.0,423000000.0,799000000.0,1278000000.0,1500000000.0,558000000.0,1069000000.0,1621000000.0,1636000000.0,594000000.0,1123000000.0,1651000000.0,2034000000.0,551000000.0,1221000000.0,1817000000.0,2111000000.0,599000000.0,1223000000.0,1915000000.0
PropertyPlantAndEquipmentGross / USD,,,,2252000000.0,,,,2323000000.0,,,,2463000000.0,,,,2515000000.0,,,,2739000000.0,,,,2906000000.0,,,,,3257000000.0,,,,3677000000.0,,,,4154000000.0,,,,4494000000.0,,,,5050000000.0,,,,5798000000.0,,,
