fact_unit,2010-08-09,2010-11-22,2011-02-04,2011-05-09,2011-08-08,2011-11-21,2012-02-03,2012-05-07,2012-08-06,2012-11-19,2013-02-01,2013-05-06,2013-08-05,2013-11-18,2014-01-31,2014-05-05,2014-07-28,2014-08-07,2014-11-17,2015-01-30,2015-05-04,2015-08-03,2015-11-23,2016-02-05,2016-05-09,2016-08-08,2016-11-21,2017-02-06,2017-05-08,2017-08-07,2017-11-13,2018-02-08,2018-05-07,2018-08-06,2018-11-13,2019-02-07,2019-05-06,2019-08-05,2019-11-12,2020-02-06,2020-02-12,2020-02-19,2020-02-21,2020-03-13,2020-04-01,2020-05-04,2020-05-22,2020-06-10,2020-08-03,2020-10-08,2020-11-16,2020-12-21,2021-01-20,2021-02-11,2021-02-17,2021-02-22,2021-03-25,2021-05-10,2021-05-14,2021-06-02,2021-06-25,2021-07-06,2021-08-09,2021-10-04,2021-11-15,2021-12-09,2022-01-12,2022-02-07,2022-02-14,2022-05-09,2022-08-08,2022-08-29,2022-09-27,2022-11-14,2023-01-09,2023-02-06,2023-02-13,2023-05-08,2023-05-15,2023-08-07,2023-08-10,2023-09-07,2023-11-13,2023-12-07,2024-02-05,2024-02-12,2024-05-06,2024-06-12,2024-06-13,2024-06-28,2024-08-05,2024-08-29,2024-11-12,2025-02-03,2025-02-10,2025-02-25,2025-04-18,2025-05-05,2025-05-08,2025-08-04,2025-08-07,2025-09-05,2025-11-10,2025-11-21
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,10000000.0,,,,17000000.0,,,,22000000.0,,,,12000000.0,,,12000000.0,,885000000.0,,,,79000000.0,,,,128000000.0,,,,1737000000.0,,,,1037000000.0,,,,535000000.0,,,,,,,,,,,,2543000000.0,,,2543000000.0,,,,,,,,,,,440000000.0,,,,,,,,,1282000000.0,,,,,,,,,26000000.0,,,,,,,,,,1594000000.0,,,,,,,,,,1400000000.0,
LossContingencyAccrualAtCarryingValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000000.0,,,,18000000.0,,,,,18000000.0,,18000000.0,,,567000000.0,,567000000.0,567000000.0,,,567000000.0,,215000000.0,,215000000.0,,,215000000.0,,215000000.0,,289000000.0,,289000000.0,,,,289000000.0,,289000000.0,349000000.0,,,,349000000.0,,349000000.0,,,349000000.0,
LossContingencyLossInPeriod / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626000000.0,,,,,,,,626000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129000000.0,
MinorityInterest / USD,33000000.0,33000000.0,35000000.0,35000000.0,35000000.0,35000000.0,28000000.0,28000000.0,28000000.0,28000000.0,30000000.0,30000000.0,30000000.0,30000000.0,32000000.0,32000000.0,30000000.0,32000000.0,32000000.0,14000000.0,14000000.0,14000000.0,14000000.0,15000000.0,15000000.0,15000000.0,15000000.0,16000000.0,16000000.0,16000000.0,16000000.0,18000000.0,18000000.0,18000000.0,18000000.0,8000000.0,8000000.0,8000000.0,8000000.0,144000000.0,,,,,,144000000.0,,,144000000.0,,144000000.0,,,144000000.0,,,,132000000.0,,,,,132000000.0,,132000000.0,,,131000000.0,,131000000.0,131000000.0,,,131000000.0,,109000000.0,,109000000.0,,,109000000.0,,109000000.0,,122000000.0,,122000000.0,,,,122000000.0,,122000000.0,124000000.0,,,,124000000.0,,124000000.0,,,124000000.0,
NetCashProvidedByUsedInFinancingActivities / USD,194000000.0,254000000.0,-96000000.0,-446000000.0,-890000000.0,215000000.0,-13000000.0,-71000000.0,-217000000.0,-959000000.0,-23000000.0,-113000000.0,-84000000.0,-658000000.0,-158000000.0,-205000000.0,-658000000.0,-300000000.0,-171000000.0,-540000000.0,-633000000.0,-654000000.0,-600000000.0,-775000000.0,-721000000.0,-1203000000.0,6915000000.0,-404000000.0,-1189000000.0,-1867000000.0,-2035000000.0,-957000000.0,-609000000.0,2299000000.0,-2377000000.0,-729000000.0,-576000000.0,-647000000.0,1530000000.0,1711000000.0,,,,,,1912000000.0,,,1932000000.0,,-1102000000.0,,,-1102000000.0,,,,-339000000.0,,,,,-594000000.0,,1171000000.0,,,-173000000.0,,-1345000000.0,-1542000000.0,,,-1468000000.0,,-484000000.0,,-1767000000.0,,,-2128000000.0,,-2731000000.0,,-482000000.0,,-101000000.0,,,,101000000.0,,-2323000000.0,-26000000.0,,,,1051000000.0,,883000000.0,,,88000000.0,
NetCashProvidedByUsedInInvestingActivities / USD,-298000000.0,-399000000.0,-96000000.0,-227000000.0,-364000000.0,-427000000.0,-214000000.0,-323000000.0,-471000000.0,-500000000.0,-176000000.0,-339000000.0,-520000000.0,-644000000.0,-152000000.0,-333000000.0,-644000000.0,-596000000.0,-660000000.0,-144000000.0,-344000000.0,-450000000.0,-643000000.0,-89000000.0,-291000000.0,-426000000.0,-8800000000.0,-191000000.0,-352000000.0,-502000000.0,-270000000.0,-214000000.0,-478000000.0,-3867000000.0,-684000000.0,-422000000.0,-686000000.0,-1423000000.0,-4164000000.0,-2449000000.0,,,,,,-2766000000.0,,,-3335000000.0,,-1906000000.0,,,-1906000000.0,,,,-877000000.0,,,,,-1143000000.0,,-3464000000.0,,,-259000000.0,,-508000000.0,-783000000.0,,,-1423000000.0,,-459000000.0,,-885000000.0,,,-1325000000.0,,58000000.0,,-669000000.0,,-1176000000.0,,,,-1872000000.0,,-1935000000.0,-378000000.0,,,,-621000000.0,,-854000000.0,,,-2299000000.0,
NetCashProvidedByUsedInOperatingActivities / USD,684000000.0,355000000.0,547000000.0,486000000.0,1083000000.0,960000000.0,371000000.0,203000000.0,686000000.0,1432000000.0,338000000.0,454000000.0,719000000.0,1046000000.0,190000000.0,230000000.0,1046000000.0,772000000.0,1187000000.0,361000000.0,265000000.0,543000000.0,1314000000.0,812000000.0,808000000.0,1672000000.0,1178000000.0,1095000000.0,1105000000.0,1873000000.0,2570000000.0,1134000000.0,982000000.0,1449000000.0,2716000000.0,1126000000.0,1139000000.0,1924000000.0,2599000000.0,868000000.0,,,,,,939000000.0,,,1535000000.0,,2963000000.0,,,2963000000.0,,,,1260000000.0,,,,,2708000000.0,,2513000000.0,,,1385000000.0,,1349000000.0,2656000000.0,,,3874000000.0,,1432000000.0,,1224000000.0,,,1890000000.0,,3840000000.0,,762000000.0,,769000000.0,,,,1429000000.0,,2687000000.0,1300000000.0,,,,1177000000.0,,1973000000.0,,,1752000000.0,
NetIncomeLoss / USD,-90000000.0,86000000.0,160000000.0,319000000.0,567000000.0,-547000000.0,298000000.0,457000000.0,653000000.0,780000000.0,156000000.0,322000000.0,398000000.0,750000000.0,173000000.0,268000000.0,750000000.0,517000000.0,583000000.0,254000000.0,467000000.0,727000000.0,778000000.0,309000000.0,619000000.0,962000000.0,864000000.0,461000000.0,893000000.0,1377000000.0,1220000000.0,593000000.0,933000000.0,1380000000.0,1768000000.0,1631000000.0,1946000000.0,2487000000.0,1774000000.0,551000000.0,,,,,,977000000.0,,,1653000000.0,,3024000000.0,,,2970000000.0,,,,881000000.0,,,,,1407000000.0,,1980000000.0,,,467000000.0,,943000000.0,1692000000.0,,,2061000000.0,,1121000000.0,,1950000000.0,,,2700000000.0,,3047000000.0,,316000000.0,,219000000.0,,,,-198000000.0,,3238000000.0,107000000.0,,,,252000000.0,,443000000.0,,,-648000000.0,
NetIncomeLossAttributableToNoncontrollingInterest / USD,3000000.0,0.0,-1000000.0,-4000000.0,-10000000.0,-4000000.0,-4000000.0,-7000000.0,-15000000.0,-15000000.0,0.0,0.0,-3000000.0,-17000000.0,-5000000.0,6000000.0,-17000000.0,2000000.0,,-2000000.0,-5000000.0,-7000000.0,0.0,1000000.0,2000000.0,3000000.0,-8000000.0,0.0,2000000.0,3000000.0,4000000.0,1000000.0,2000000.0,3000000.0,4000000.0,1000000.0,2000000.0,3000000.0,4000000.0,1000000.0,,,,,,5000000.0,,,10000000.0,,3000000.0,,,3000000.0,,,,7000000.0,,,,,7000000.0,,13000000.0,,,5000000.0,,6000000.0,10000000.0,,,10000000.0,,5000000.0,,9000000.0,,,12000000.0,,13000000.0,,4000000.0,,10000000.0,,,,-8000000.0,,11000000.0,7000000.0,,,,10000000.0,,15000000.0,,,-1000000.0,
NonoperatingIncomeExpense / USD,-241000000.0,-177000000.0,-78000000.0,-173000000.0,-285000000.0,-328000000.0,-53000000.0,-115000000.0,-164000000.0,-353000000.0,-35000000.0,-80000000.0,-290000000.0,-211000000.0,-36000000.0,-51000000.0,-211000000.0,-85000000.0,-321000000.0,-29000000.0,-49000000.0,-90000000.0,-118000000.0,-74000000.0,-138000000.0,-183000000.0,-178000000.0,-64000000.0,-124000000.0,-180000000.0,-248000000.0,-70000000.0,-122000000.0,-202000000.0,-235000000.0,-80000000.0,-151000000.0,-225000000.0,-293000000.0,-94000000.0,,,,,,-201000000.0,,,-258000000.0,,-287000000.0,,,-287000000.0,,,,-111000000.0,,,,,-219000000.0,,-396000000.0,,,-89000000.0,,-185000000.0,-281000000.0,,,-344000000.0,,-45000000.0,,-114000000.0,,,-161000000.0,,-355000000.0,,-33000000.0,,-114000000.0,,,,-190000000.0,,-261000000.0,-70000000.0,,,,-179000000.0,,-267000000.0,,,-283000000.0,
NumberOfOperatingSegments / Segments,,,,,,,,,,,,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,,,,4.0,,,4.0,,,,,4.0,,,,4.0,,,,,4.0,,,,,4.0,,4.0,4.0,,,4.0,,4.0,,4.0,,,4.0,,4.0,,4.0,,4.0,,,,4.0,,4.0,4.0,,,,4.0,,4.0,,,4.0,
OperatingIncomeLoss / USD,107000000.0,331000000.0,314000000.0,658000000.0,1165000000.0,-215000000.0,498000000.0,801000000.0,1113000000.0,1556000000.0,278000000.0,580000000.0,932000000.0,1289000000.0,304000000.0,540000000.0,1289000000.0,959000000.0,1286000000.0,412000000.0,773000000.0,1124000000.0,1375000000.0,509000000.0,1056000000.0,1619000000.0,1430000000.0,776000000.0,1480000000.0,2247000000.0,2169000000.0,982000000.0,1553000000.0,2250000000.0,2833000000.0,922000000.0,1416000000.0,2213000000.0,2921000000.0,807000000.0,,,,,,1442000000.0,,,2223000000.0,,3032000000.0,,,2969000000.0,,,,1273000000.0,,,,,2046000000.0,,2770000000.0,,,705000000.0,,1425000000.0,2487000000.0,,,3008000000.0,,1455000000.0,,2611000000.0,,,3644000000.0,,4396000000.0,,467000000.0,,418000000.0,,,,68000000.0,,4410000000.0,231000000.0,,,,543000000.0,,884000000.0,,,-395000000.0,
OperatingLeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49000000.0,,,,,,100000000.0,,,151000000.0,,199000000.0,,,199000000.0,,,,,,,,,,,199000000.0,,,,,,,,,183000000.0,,,,,,,,,183000000.0,,,,,,,,,,175000000.0,,,,,,,,,,181000000.0,
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546000000.0,,,,,,546000000.0,,,546000000.0,,529000000.0,,,529000000.0,,,,,,,,,,,523000000.0,,,,,,,,,495000000.0,,,,,,,,,529000000.0,,,,,,,,,,694000000.0,,,,,,,,,,865000000.0,
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161000000.0,,,,,,163000000.0,,,168000000.0,,161000000.0,,,161000000.0,,,,,,,,,,,161000000.0,,,,,,,,,155000000.0,,,,,,,,,145000000.0,,,,,,,,,,153000000.0,,,,,,,,,,173000000.0,
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367000000.0,,,,,,378000000.0,,,373000000.0,,368000000.0,,,368000000.0,,,,,,,,,,,368000000.0,,,,,,,,,368000000.0,,,,,,,,,350000000.0,,,,,,,,,,376000000.0,,,,,,,,,,521000000.0,
OperatingLeasePayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51000000.0,,,,,,106000000.0,,,157000000.0,,211000000.0,,,211000000.0,,,,,,,,,,,211000000.0,,,,,,,,,204000000.0,,,,,,,,,204000000.0,,,,,,,,,,194000000.0,,,,,,,,,,191000000.0,
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549000000.0,,,,,,549000000.0,,,549000000.0,,549000000.0,,,549000000.0,,,,,,,,,,,532000000.0,,,,,,,,,531000000.0,,,,,,,,,507000000.0,,,,,,,,,,544000000.0,,,,,,,,,,710000000.0,
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,0.03,,,0.03,,0.03,,,0.03,,,,,,,,,,,0.03,,,,,,,,,0.02,,,,,,,,,0.03,,,,,,,,,,0.04,,,,,,,,,,0.04,
OtherAssetImpairmentCharges / USD,,,,,,,,,,,,,,18000000.0,,,18000000.0,,34000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000000.0,,,,,,,,,,34000000.0,,,,,,,,,,101000000.0,
OtherAssetsCurrent / USD,122000000.0,122000000.0,168000000.0,168000000.0,168000000.0,168000000.0,156000000.0,156000000.0,156000000.0,156000000.0,145000000.0,145000000.0,145000000.0,145000000.0,145000000.0,145000000.0,145000000.0,145000000.0,145000000.0,379000000.0,379000000.0,379000000.0,379000000.0,195000000.0,195000000.0,195000000.0,195000000.0,265000000.0,265000000.0,265000000.0,265000000.0,219000000.0,219000000.0,219000000.0,219000000.0,182000000.0,182000000.0,182000000.0,182000000.0,404000000.0,,,,,,404000000.0,,,404000000.0,,404000000.0,,,404000000.0,,,,367000000.0,,,,,367000000.0,,367000000.0,,,533000000.0,,533000000.0,533000000.0,,,533000000.0,,508000000.0,,508000000.0,,,508000000.0,,508000000.0,,345000000.0,,345000000.0,,,,345000000.0,,345000000.0,433000000.0,,,,433000000.0,,433000000.0,,,433000000.0,
OtherAssetsNoncurrent / USD,497000000.0,497000000.0,401000000.0,401000000.0,401000000.0,401000000.0,427000000.0,427000000.0,427000000.0,427000000.0,451000000.0,451000000.0,451000000.0,451000000.0,480000000.0,480000000.0,451000000.0,480000000.0,480000000.0,623000000.0,623000000.0,623000000.0,623000000.0,612000000.0,612000000.0,612000000.0,577000000.0,562000000.0,562000000.0,562000000.0,562000000.0,673000000.0,673000000.0,673000000.0,673000000.0,754000000.0,754000000.0,754000000.0,754000000.0,765000000.0,,,,,,765000000.0,,,765000000.0,,765000000.0,,,765000000.0,,,,1589000000.0,,,,,1589000000.0,,1589000000.0,,,1582000000.0,,1582000000.0,1582000000.0,,,1582000000.0,,1741000000.0,,1741000000.0,,,1741000000.0,,1741000000.0,,1919000000.0,,1919000000.0,,,,1919000000.0,,1919000000.0,2213000000.0,,,,2213000000.0,,2213000000.0,,,2213000000.0,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax / USD,,,,,,,,,,,,1000000.0,0.0,-8000000.0,-2000000.0,-3000000.0,-8000000.0,-2000000.0,0.0,3000000.0,3000000.0,3000000.0,-3000000.0,9000000.0,11000000.0,-1000000.0,4000000.0,-1000000.0,0.0,0.0,-1000000.0,-1000000.0,0.0,-1000000.0,0.0,0.0,0.0,-1000000.0,-1000000.0,1000000.0,,,,,,1000000.0,,,2000000.0,,-1000000.0,,,-1000000.0,,,,0.0,,,,,1000000.0,,2000000.0,,,0.0,,-1000000.0,-1000000.0,,,1000000.0,,-1000000.0,,-4000000.0,,,-5000000.0,,-1000000.0,,0.0,,2000000.0,,,,2000000.0,,-7000000.0,2000000.0,,,,2000000.0,,2000000.0,,,1000000.0,
OtherComprehensiveIncomeLossBeforeTax / USD,,,,,,,,,,,,44000000.0,13000000.0,-96000000.0,-19000000.0,-39000000.0,-96000000.0,-68000000.0,24000000.0,-8000000.0,10000000.0,13000000.0,-51000000.0,27000000.0,4000000.0,-15000000.0,-47000000.0,-10000000.0,-1000000.0,-4000000.0,64000000.0,-14000000.0,-7000000.0,-12000000.0,69000000.0,1000000.0,5000000.0,-40000000.0,97000000.0,-8000000.0,,,,,,13000000.0,,,7000000.0,,-49000000.0,,,-49000000.0,,,,-130000000.0,,,,,-118000000.0,,-131000000.0,,,77000000.0,,29000000.0,55000000.0,,,-72000000.0,,0.0,,28000000.0,,,-86000000.0,,2000000.0,,82000000.0,,103000000.0,,,,68000000.0,,-115000000.0,65000000.0,,,,10000000.0,,-37000000.0,,,38000000.0,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15000000.0,,,1000000.0,,2000000.0,2000000.0,,,9000000.0,,0.0,,1000000.0,,,1000000.0,,2000000.0,,1000000.0,,1000000.0,,,,1000000.0,,1000000.0,0.0,,,,1000000.0,,-11000000.0,,,2000000.0,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,,,,,,,,,,,,30000000.0,-8000000.0,-41000000.0,-1000000.0,-16000000.0,-41000000.0,-49000000.0,3000000.0,-11000000.0,-5000000.0,7000000.0,-37000000.0,6000000.0,-19000000.0,-17000000.0,-30000000.0,-5000000.0,5000000.0,3000000.0,36000000.0,-14000000.0,-5000000.0,-2000000.0,4000000.0,1000000.0,6000000.0,-19000000.0,6000000.0,8000000.0,,,,,,33000000.0,,,18000000.0,,-29000000.0,,,-29000000.0,,,,-69000000.0,,,,,-59000000.0,,-23000000.0,,,75000000.0,,26000000.0,51000000.0,,,-29000000.0,,-1000000.0,,27000000.0,,,-85000000.0,,17000000.0,,81000000.0,,99000000.0,,,,64000000.0,,-162000000.0,58000000.0,,,,4000000.0,,-28000000.0,,,29000000.0,
OtherComprehensiveIncomeLossNetOfTax / USD,,,,,,,,,,,,39000000.0,6000000.0,-79000000.0,-11000000.0,-30000000.0,-79000000.0,-59000000.0,16000000.0,-8000000.0,5000000.0,12000000.0,-45000000.0,23000000.0,-1000000.0,-10000000.0,-39000000.0,-8000000.0,2000000.0,0.0,57000000.0,-15000000.0,-6000000.0,-7000000.0,45000000.0,2000000.0,4000000.0,-34000000.0,61000000.0,-3000000.0,,,,,,19000000.0,,,9000000.0,,-44000000.0,,,-44000000.0,,,,-113000000.0,,,,,-100000000.0,,-102000000.0,,,77000000.0,,29000000.0,54000000.0,,,-62000000.0,,0.0,,28000000.0,,,-83000000.0,,7000000.0,,82000000.0,,103000000.0,,,,68000000.0,,-125000000.0,63000000.0,,,,9000000.0,,-35000000.0,,,37000000.0,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,,,,,,,,,,,,-2000000.0,-3000000.0,13000000.0,-1000000.0,-3000000.0,13000000.0,-4000000.0,4000000.0,-2000000.0,-2000000.0,-2000000.0,-9000000.0,-7000000.0,-7000000.0,-7000000.0,14000000.0,2000000.0,3000000.0,5000000.0,-20000000.0,3000000.0,1000000.0,4000000.0,-42000000.0,-2000000.0,4000000.0,7000000.0,-56000000.0,3000000.0,,,,,,3000000.0,,,3000000.0,,7000000.0,,,7000000.0,,,,42000000.0,,,,,41000000.0,,66000000.0,,,-1000000.0,,-2000000.0,-2000000.0,,,43000000.0,,-2000000.0,,-4000000.0,,,-6000000.0,,11000000.0,,0.0,,-1000000.0,,,,-1000000.0,,-43000000.0,-3000000.0,,,,-2000000.0,,-2000000.0,,,-5000000.0,
OtherComprehensiveIncomeLossTax / USD,,,2000000.0,-1000000.0,0.0,4000000.0,6000000.0,5000000.0,-8000000.0,1000000.0,0.0,5000000.0,7000000.0,-17000000.0,-8000000.0,-9000000.0,-17000000.0,-9000000.0,8000000.0,0.0,5000000.0,1000000.0,-6000000.0,4000000.0,5000000.0,-5000000.0,-8000000.0,-2000000.0,-3000000.0,-4000000.0,7000000.0,1000000.0,-1000000.0,-5000000.0,24000000.0,-1000000.0,1000000.0,-6000000.0,36000000.0,-5000000.0,,,,,,-6000000.0,,,-2000000.0,,-5000000.0,,,-5000000.0,,,,-17000000.0,,,,,-18000000.0,,-29000000.0,,,0.0,,0.0,1000000.0,,,-10000000.0,,0.0,,0.0,,,-3000000.0,,-5000000.0,,0.0,,0.0,,,,0.0,,10000000.0,2000000.0,,,,1000000.0,,-2000000.0,,,1000000.0,
OtherLiabilitiesCurrent / USD,761000000.0,761000000.0,1034000000.0,1034000000.0,1034000000.0,1034000000.0,1040000000.0,1040000000.0,1040000000.0,1040000000.0,943000000.0,943000000.0,943000000.0,943000000.0,1138000000.0,1138000000.0,943000000.0,1138000000.0,1138000000.0,1207000000.0,1207000000.0,1207000000.0,1207000000.0,1158000000.0,1158000000.0,1158000000.0,1158000000.0,1172000000.0,1172000000.0,1172000000.0,1172000000.0,1424000000.0,1424000000.0,1424000000.0,1424000000.0,1426000000.0,1426000000.0,1426000000.0,1426000000.0,1485000000.0,,,,,,1485000000.0,,,1485000000.0,,1485000000.0,,,1485000000.0,,,,1810000000.0,,,,,1810000000.0,,1810000000.0,,,3033000000.0,,3033000000.0,3033000000.0,,,3033000000.0,,2371000000.0,,2371000000.0,,,2371000000.0,,2371000000.0,,2010000000.0,,2010000000.0,,,,2010000000.0,,2010000000.0,2311000000.0,,,,2311000000.0,,2311000000.0,,,2311000000.0,
OtherLiabilitiesNoncurrent / USD,539000000.0,539000000.0,486000000.0,486000000.0,486000000.0,486000000.0,476000000.0,476000000.0,476000000.0,476000000.0,549000000.0,549000000.0,549000000.0,549000000.0,560000000.0,560000000.0,549000000.0,560000000.0,560000000.0,1270000000.0,1270000000.0,1270000000.0,1270000000.0,1304000000.0,1304000000.0,1304000000.0,1304000000.0,1242000000.0,1242000000.0,1242000000.0,1242000000.0,1199000000.0,1199000000.0,1199000000.0,1199000000.0,1198000000.0,1198000000.0,1198000000.0,1198000000.0,1172000000.0,,,,,,1172000000.0,,,1172000000.0,,1172000000.0,,,1172000000.0,,,,1728000000.0,,,,,1728000000.0,,1728000000.0,,,1654000000.0,,1654000000.0,1654000000.0,,,1654000000.0,,1377000000.0,,1377000000.0,,,1377000000.0,,1377000000.0,,1578000000.0,,1578000000.0,,,,1578000000.0,,1578000000.0,1801000000.0,,,,1801000000.0,,1801000000.0,,,1801000000.0,
OtherLongTermDebt / USD,,,,,117000000.0,117000000.0,114000000.0,114000000.0,114000000.0,114000000.0,126000000.0,126000000.0,126000000.0,126000000.0,80000000.0,80000000.0,126000000.0,80000000.0,80000000.0,24000000.0,24000000.0,24000000.0,24000000.0,69000000.0,69000000.0,69000000.0,69000000.0,58000000.0,58000000.0,58000000.0,58000000.0,81000000.0,81000000.0,81000000.0,81000000.0,73000000.0,73000000.0,73000000.0,73000000.0,216000000.0,,,,,,216000000.0,,,216000000.0,,216000000.0,,,216000000.0,,,,216000000.0,,,,,216000000.0,,216000000.0,,,212000000.0,,212000000.0,212000000.0,,,212000000.0,,175000000.0,,175000000.0,,,175000000.0,,175000000.0,,164000000.0,,164000000.0,,,,164000000.0,,90000000.0,168000000.0,,,,168000000.0,,168000000.0,,,168000000.0,
OtherNoncashIncomeExpense / USD,,,,,116000000.0,-72000000.0,-20000000.0,-40000000.0,-34000000.0,-76000000.0,-27000000.0,-41000000.0,1000000.0,-49000000.0,-23000000.0,-57000000.0,-49000000.0,-80000000.0,-18000000.0,-22000000.0,-32000000.0,-76000000.0,10000000.0,-6000000.0,-36000000.0,-57000000.0,20000000.0,1000000.0,-18000000.0,-45000000.0,-71000000.0,-7000000.0,-88000000.0,-106000000.0,34000000.0,-29000000.0,-132000000.0,-160000000.0,57000000.0,-64000000.0,,,,,,-69000000.0,,,-41000000.0,,58000000.0,,,58000000.0,,,,35000000.0,,,,,7000000.0,,20000000.0,,,-18000000.0,,-46000000.0,-72000000.0,,,124000000.0,,-11000000.0,,-27000000.0,,,-62000000.0,,57000000.0,,-68000000.0,,-191000000.0,,,,-200000000.0,,51000000.0,-129000000.0,,,,-142000000.0,,-162000000.0,,,-115000000.0,
OtherNonoperatingIncomeExpense / USD,-18000000.0,29000000.0,-1000000.0,0.0,-14000000.0,-18000000.0,10000000.0,8000000.0,15000000.0,-20000000.0,12000000.0,14000000.0,17000000.0,20000000.0,0.0,19000000.0,20000000.0,19000000.0,23000000.0,-3000000.0,-1000000.0,-18000000.0,20000000.0,1000000.0,7000000.0,32000000.0,-53000000.0,1000000.0,4000000.0,6000000.0,36000000.0,-14000000.0,-11000000.0,-22000000.0,8000000.0,6000000.0,19000000.0,32000000.0,-21000000.0,3000000.0,,,,,,10000000.0,,,72000000.0,,56000000.0,,,56000000.0,,,,122000000.0,,,,,133000000.0,,55000000.0,,,19000000.0,,31000000.0,38000000.0,,,131000000.0,,52000000.0,,77000000.0,,,111000000.0,,65000000.0,,42000000.0,,43000000.0,,,,50000000.0,,87000000.0,25000000.0,,,,13000000.0,,24000000.0,,,42000000.0,
OtherSundryLiabilitiesCurrent / USD,,,,,334000000.0,334000000.0,335000000.0,335000000.0,335000000.0,335000000.0,287000000.0,287000000.0,287000000.0,287000000.0,341000000.0,452000000.0,287000000.0,452000000.0,719000000.0,717000000.0,717000000.0,717000000.0,532000000.0,488000000.0,488000000.0,488000000.0,488000000.0,390000000.0,397000000.0,397000000.0,397000000.0,751000000.0,751000000.0,751000000.0,751000000.0,805000000.0,805000000.0,877000000.0,877000000.0,865000000.0,,,,,,865000000.0,,,865000000.0,,865000000.0,,,865000000.0,,,,817000000.0,,,,,817000000.0,,817000000.0,,,840000000.0,,840000000.0,840000000.0,,,840000000.0,,884000000.0,,884000000.0,,,884000000.0,,884000000.0,,893000000.0,,893000000.0,,,,893000000.0,,893000000.0,840000000.0,,,,840000000.0,,840000000.0,,,840000000.0,
PaymentsForProceedsFromOtherInvestingActivities / USD,9000000.0,-46000000.0,18000000.0,-41000000.0,-45000000.0,17000000.0,-23000000.0,-25000000.0,-26000000.0,-11000000.0,-3000000.0,-17000000.0,-19000000.0,-28000000.0,-4000000.0,-30000000.0,-28000000.0,-36000000.0,-41000000.0,3000000.0,-8000000.0,-44000000.0,-39000000.0,-3000000.0,-4000000.0,-26000000.0,-10000000.0,1000000.0,-2000000.0,-15000000.0,-31000000.0,12000000.0,10000000.0,2000000.0,-20000000.0,22000000.0,25000000.0,52000000.0,-4000000.0,-10000000.0,,,,,,-32000000.0,,,-98000000.0,,24000000.0,,,24000000.0,,,,81000000.0,,,,,64000000.0,,-88000000.0,,,-29000000.0,,-49000000.0,-122000000.0,,,52000000.0,,6000000.0,,-58000000.0,,,-96000000.0,,-125000000.0,,5000000.0,,2000000.0,,,,-5000000.0,,-130000000.0,-3000000.0,,,,-27000000.0,,-60000000.0,,,-19000000.0,
