fact_unit,2015-12-17,2016-03-10,2016-06-08,2016-09-08,2016-12-15,2017-03-09,2017-06-08,2017-09-07,2017-12-15,2018-03-09,2018-06-07,2018-09-04,2018-12-12,2019-03-05,2019-05-31,2019-08-30,2019-12-13,2020-03-09,2020-06-02,2020-09-03,2020-12-10,2021-03-04,2021-06-03,2021-09-03,2021-12-10,2022-03-03,2022-06-03,2022-09-01,2022-12-08,2023-03-07,2023-06-02,2023-09-01,2023-12-22,2024-03-05,2024-06-05,2024-09-05,2024-12-19,2025-03-07,2025-06-04,2025-09-04
NetIncomeLoss / USD,2051000000.0,547000000.0,852000000.0,1076000000.0,1648000000.0,267000000.0,587000000.0,2859000000.0,2461000000.0,267000000.0,-345000000.0,-180000000.0,3161000000.0,1436000000.0,2214000000.0,2665000000.0,344000000.0,177000000.0,596000000.0,569000000.0,1908000000.0,333000000.0,-488000000.0,-479000000.0,1049000000.0,223000000.0,482000000.0,874000000.0,-322000000.0,513000000.0,763000000.0,1172000000.0,3427000000.0,501000000.0,919000000.0,1383000000.0,868000000.0,387000000.0,701000000.0,1213000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868000000.0,387000000.0,701000000.0,1213000000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868000000.0,387000000.0,701000000.0,1213000000.0
NotesAndLoansPayableCurrent / USD,,,,,,,,,,444000000.0,444000000.0,444000000.0,,417000000.0,417000000.0,417000000.0,,286000000.0,286000000.0,286000000.0,,310000000.0,310000000.0,310000000.0,,234000000.0,234000000.0,234000000.0,,194000000.0,194000000.0,194000000.0,,167000000.0,167000000.0,167000000.0,,,,
NotesAndLoansReceivableGrossNoncurrent / USD,,,,,,,11575000000.0,11575000000.0,,12600000000.0,12600000000.0,12600000000.0,,11359000000.0,11359000000.0,11359000000.0,11405000000.0,8918000000.0,8918000000.0,8918000000.0,,10544000000.0,10544000000.0,10544000000.0,,11670000000.0,11670000000.0,11670000000.0,,10537000000.0,10537000000.0,10537000000.0,10537000000.0,11377000000.0,11377000000.0,11377000000.0,11377000000.0,12616000000.0,12616000000.0,12616000000.0
NotesAndLoansReceivableNetCurrent / USD,,,,,,,,,,,,,,,,,,3572000000.0,3572000000.0,3572000000.0,,3794000000.0,3794000000.0,3794000000.0,,3932000000.0,3932000000.0,3932000000.0,,3522000000.0,3522000000.0,3522000000.0,3522000000.0,3543000000.0,3543000000.0,3543000000.0,3543000000.0,3870000000.0,3870000000.0,3870000000.0
NotesAndLoansReceivableNetNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,5110000000.0,,,,5038000000.0,,,,4512000000.0,,,,5028000000.0,,,
NotesReceivableGross / USD,,,,,,,,,,,,,,,,,8256000000.0,,,,8652000000.0,,9058000000.0,9058000000.0,9058000000.0,9198000000.0,9198000000.0,9198000000.0,9198000000.0,8359000000.0,8359000000.0,8359000000.0,8359000000.0,8814000000.0,8814000000.0,8814000000.0,8814000000.0,9647000000.0,9647000000.0,9647000000.0
NotesReceivableNet / USD,6718000000.0,6655000000.0,6655000000.0,6655000000.0,6655000000.0,6950000000.0,8033000000.0,8033000000.0,8033000000.0,7844000000.0,7844000000.0,7844000000.0,7844000000.0,8256000000.0,8256000000.0,8256000000.0,8136000000.0,8652000000.0,8652000000.0,8652000000.0,8521000000.0,9058000000.0,8904000000.0,8904000000.0,8904000000.0,8970000000.0,8970000000.0,8970000000.0,8970000000.0,8034000000.0,8034000000.0,8034000000.0,8034000000.0,8571000000.0,8571000000.0,8571000000.0,8571000000.0,9453000000.0,9453000000.0,9453000000.0
NumberOfBusinessesAcquired / businessAcquired,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,,,,4.0,,,,5.0,,,
NumberOfReportableSegments / segment,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
OperatingIncomeLoss / USD,2952000000.0,732000000.0,1160000000.0,1404000000.0,2335000000.0,384000000.0,923000000.0,3568000000.0,1946000000.0,453000000.0,648000000.0,849000000.0,3903000000.0,228000000.0,594000000.0,1084000000.0,564000000.0,456000000.0,890000000.0,814000000.0,1737000000.0,348000000.0,-486000000.0,-474000000.0,1274000000.0,222000000.0,500000000.0,782000000.0,-329000000.0,448000000.0,655000000.0,1121000000.0,1132000000.0,591000000.0,1111000000.0,1582000000.0,782000000.0,525000000.0,950000000.0,1497000000.0
OperatingLeaseCost / USD,,,,,,,,,,,,,,,,,,58000000.0,119000000.0,180000000.0,236000000.0,,,,236000000.0,,,,236000000.0,,,,207000000.0,,,,197000000.0,,,
OperatingLeaseLeaseIncome / USD,,,,,,,,,,,,,,,,,,625000000.0,1233000000.0,1821000000.0,2690000000.0,625000000.0,1233000000.0,1821000000.0,2596000000.0,604000000.0,1199000000.0,1797000000.0,2431000000.0,572000000.0,1149000000.0,1719000000.0,2383000000.0,589000000.0,1194000000.0,1800000000.0,2296000000.0,599000000.0,1193000000.0,1771000000.0
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,1143000000.0,1114000000.0,1089000000.0,1086000000.0,,,,1086000000.0,,,,1130000000.0,,,,1019000000.0,,,,1160000000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,203000000.0,197000000.0,187000000.0,188000000.0,,,,188000000.0,,,,192000000.0,,,,168000000.0,,,,194000000.0,,,
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,940000000.0,917000000.0,902000000.0,898000000.0,,,,898000000.0,,,,938000000.0,,,,851000000.0,,,,966000000.0,,,
OperatingLeasePayments / USD,,,,,,,,,,,,,,,,,,56000000.0,118000000.0,178000000.0,239000000.0,,,,239000000.0,,,,239000000.0,,,,220000000.0,,,,214000000.0,,,
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,1053000000.0,1032000000.0,977000000.0,930000000.0,,,,930000000.0,,,,884000000.0,,,,854000000.0,,,,980000000.0,,,
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,0.028,0.027,0.027,0.026,,,,0.026,,,,0.027,,,,0.032,,,,0.038,,,
OtherAccruedLiabilitiesCurrent / USD,2182000000.0,,,,3766000000.0,2578000000.0,1880000000.0,1721000000.0,1821000000.0,,,,1866000000.0,,,,1679000000.0,,,,1932000000.0,,,,1638000000.0,,,,1490000000.0,,,,1471000000.0,,,,1274000000.0,,,
OtherAssetsCurrent / USD,6431000000.0,6468000000.0,6468000000.0,6468000000.0,6468000000.0,4324000000.0,2771000000.0,2771000000.0,2694000000.0,3085000000.0,3085000000.0,3085000000.0,3085000000.0,3280000000.0,3280000000.0,3280000000.0,3280000000.0,2428000000.0,2428000000.0,2428000000.0,2428000000.0,2392000000.0,2392000000.0,2392000000.0,2469000000.0,2460000000.0,2460000000.0,2460000000.0,2460000000.0,3559000000.0,3559000000.0,3559000000.0,3559000000.0,3047000000.0,3047000000.0,3047000000.0,3047000000.0,3380000000.0,3380000000.0,3380000000.0
OtherAssetsMiscellaneousNoncurrent / USD,1396000000.0,,,,2593000000.0,3599000000.0,2796000000.0,2796000000.0,2720000000.0,,,,1004000000.0,,,,1031000000.0,,,,1590000000.0,,,,1680000000.0,,,,1827000000.0,,,,1757000000.0,,,,1792000000.0,,,
OtherAssetsNoncurrent / USD,6503000000.0,10875000000.0,10875000000.0,10875000000.0,10875000000.0,13166000000.0,11575000000.0,11575000000.0,10476000000.0,,,,12600000000.0,,,,11359000000.0,,,,8918000000.0,,,,10544000000.0,,,,11670000000.0,,,,10537000000.0,,,,11377000000.0,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent / USD,-150000000.0,-68000000.0,-68000000.0,-112000000.0,,-139000000.0,-82000000.0,-265000000.0,,-25000000.0,-36000000.0,13000000.0,,26000000.0,0.0,-40000000.0,,12000000.0,6000000.0,-2000000.0,,-4000000.0,-47000000.0,-46000000.0,,21000000.0,18000000.0,20000000.0,,-11000000.0,-36000000.0,-81000000.0,,20000000.0,19000000.0,-11000000.0,-146000000.0,13000000.0,-8000000.0,-17000000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax / USD,,,,,-85000000.0,,,,-198000000.0,,,,-154000000.0,,,,-14000000.0,,,,-70000000.0,,,,,,,,,,,,,,,,-146000000.0,,,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeTax / USD,-5000000.0,2000000.0,-9000000.0,-4000000.0,4000000.0,11000000.0,8000000.0,14000000.0,-10000000.0,-13000000.0,-17000000.0,-10000000.0,-1000000.0,9000000.0,-8000000.0,-10000000.0,-12000000.0,-1000000.0,2000000.0,5000000.0,-12000000.0,-1000000.0,-13000000.0,-8000000.0,6000000.0,3000000.0,-2000000.0,-1000000.0,-5000000.0,-1000000.0,-8000000.0,-11000000.0,-3000000.0,5000000.0,5000000.0,4000000.0,-16000000.0,6000000.0,3000000.0,6000000.0
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent / USD,180000000.0,90000000.0,-73000000.0,34000000.0,,-53000000.0,-205000000.0,-169000000.0,,511000000.0,508000000.0,718000000.0,,-67000000.0,114000000.0,209000000.0,1119000000.0,-86000000.0,36000000.0,64000000.0,-95000000.0,79000000.0,160000000.0,1000000.0,-545000000.0,45000000.0,197000000.0,341000000.0,-177000000.0,50000000.0,140000000.0,79000000.0,1167000000.0,-211000000.0,-119000000.0,-77000000.0,-270000000.0,-37000000.0,27000000.0,23000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTax / USD,,,,,,,,,,,,,,,,,,-99000000.0,-39000000.0,-34000000.0,,6000000.0,88000000.0,-126000000.0,-63000000.0,-51000000.0,14000000.0,79000000.0,-61000000.0,14000000.0,95000000.0,43000000.0,106000000.0,-271000000.0,-214000000.0,-179000000.0,47000000.0,-90000000.0,-36000000.0,-67000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAndTax / USD,,,,,,,,,,,,,,,,,,34000000.0,162000000.0,225000000.0,,75000000.0,371000000.0,-85000000.0,308000000.0,-329000000.0,-284000000.0,-183000000.0,-40000000.0,215000000.0,560000000.0,723000000.0,-50000000.0,-518000000.0,-500000000.0,-525000000.0,1025000000.0,-204000000.0,-35000000.0,-69000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6000000.0,-3000000.0,-6000000.0
OtherComprehensiveIncomeLossCashFlowHedgeReclassificationForDiscontinuanceBeforeTax / USD,,,,,,,,,,,,,,,,,,133000000.0,201000000.0,259000000.0,,69000000.0,283000000.0,41000000.0,371000000.0,-278000000.0,-298000000.0,-262000000.0,21000000.0,201000000.0,465000000.0,680000000.0,-156000000.0,-247000000.0,-286000000.0,-346000000.0,978000000.0,-114000000.0,1000000.0,-2000000.0
OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationBeforeTax / USD,9000000.0,-18000000.0,1000000.0,1000000.0,18000000.0,-18000000.0,-17000000.0,-16000000.0,4000000.0,,3000000.0,9000000.0,-18000000.0,0.0,2000000.0,11000000.0,15000000.0,5000000.0,7000000.0,12000000.0,22000000.0,0.0,1000000.0,8000000.0,15000000.0,1000000.0,2000000.0,2000000.0,10000000.0,1000000.0,2000000.0,2000000.0,4000000.0,,0.0,3000000.0,5000000.0,,1000000.0,1000000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationBeforeTax / USD,,,,,0.0,,,,0.0,,,,-75000000.0,,,,0.0,,,,-20000000.0,,,,,,,,,,,,,,,,0.0,,,
OtherComprehensiveIncomeLossNetOfTax / USD,104000000.0,24000000.0,-95000000.0,-2000000.0,-553000000.0,-77000000.0,-152000000.0,-162000000.0,-2767000000.0,475000000.0,476000000.0,660000000.0,-1584000000.0,-60000000.0,99000000.0,175000000.0,974000000.0,-76000000.0,38000000.0,68000000.0,-137000000.0,70000000.0,145000000.0,14000000.0,-509000000.0,43000000.0,177000000.0,308000000.0,-169000000.0,37000000.0,106000000.0,53000000.0,1024000000.0,-158000000.0,-80000000.0,-51000000.0,-183000000.0,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,104000000.0,24000000.0,-95000000.0,-2000000.0,-553000000.0,-77000000.0,-152000000.0,,-2767000000.0,,,,-1584000000.0,,,,974000000.0,,,,-137000000.0,,,,-509000000.0,,,,-169000000.0,,,,1024000000.0,,,,-183000000.0,-24000000.0,26000000.0,27000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax / USD,-352000000.0,-36000000.0,-71000000.0,-105000000.0,633000000.0,-54000000.0,-124000000.0,-184000000.0,2771000000.0,-576000000.0,-667000000.0,-939000000.0,1511000000.0,-49000000.0,-100000000.0,-131000000.0,-1244000000.0,-2000000.0,-67000000.0,-95000000.0,210000000.0,-78000000.0,-132000000.0,-181000000.0,470000000.0,-72000000.0,-167000000.0,-243000000.0,99000000.0,-48000000.0,-89000000.0,-128000000.0,-1048000000.0,-35000000.0,-71000000.0,-109000000.0,155000000.0,-34000000.0,-68000000.0,-101000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax / USD,115000000.0,,-1000000.0,0.0,-794000000.0,0.0,-1000000.0,-14000000.0,-382000000.0,479000000.0,490000000.0,700000000.0,-1777000000.0,2000000.0,2000000.0,-23000000.0,944000000.0,-55000000.0,-47000000.0,-78000000.0,-423000000.0,17000000.0,9000000.0,-10000000.0,-701000000.0,0.0,23000000.0,29000000.0,-358000000.0,6000000.0,6000000.0,6000000.0,763000000.0,,0.0,-2000000.0,-315000000.0,,-1000000.0,-2000000.0
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1 / USD,76000000.0,66000000.0,22000000.0,36000000.0,-10000000.0,24000000.0,-53000000.0,-7000000.0,211000000.0,36000000.0,32000000.0,58000000.0,51000000.0,-7000000.0,15000000.0,34000000.0,145000000.0,-10000000.0,-2000000.0,-4000000.0,42000000.0,9000000.0,15000000.0,-13000000.0,-36000000.0,2000000.0,20000000.0,33000000.0,-8000000.0,13000000.0,34000000.0,26000000.0,143000000.0,-53000000.0,-39000000.0,-26000000.0,-87000000.0,-13000000.0,1000000.0,-4000000.0
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax / USD,44000000.0,2000000.0,-9000000.0,-4000000.0,5000000.0,2000000.0,4000000.0,11000000.0,-10000000.0,-13000000.0,-17000000.0,-10000000.0,-4000000.0,1000000.0,1000000.0,-1000000.0,-8000000.0,2000000.0,5000000.0,8000000.0,-3000000.0,2000000.0,-6000000.0,0.0,9000000.0,3000000.0,-2000000.0,-1000000.0,-1000000.0,-1000000.0,-8000000.0,-11000000.0,-3000000.0,5000000.0,5000000.0,4000000.0,-16000000.0,,,
OtherLiabilities / USD,,,,8902000000.0,8902000000.0,13022000000.0,9401000000.0,9401000000.0,,8795000000.0,8795000000.0,8795000000.0,,6885000000.0,6885000000.0,6885000000.0,6855000000.0,6100000000.0,6100000000.0,6100000000.0,,6995000000.0,6995000000.0,6995000000.0,,7099000000.0,7099000000.0,7099000000.0,,6187000000.0,6187000000.0,6187000000.0,,6546000000.0,6546000000.0,6546000000.0,,,,
OtherLiabilitiesCurrent / USD,4694000000.0,6314000000.0,6314000000.0,6314000000.0,6314000000.0,4991000000.0,3857000000.0,3857000000.0,3717000000.0,3844000000.0,3844000000.0,3844000000.0,3844000000.0,3840000000.0,3840000000.0,3840000000.0,3840000000.0,4002000000.0,4002000000.0,4002000000.0,4002000000.0,4265000000.0,4265000000.0,4265000000.0,4265000000.0,4486000000.0,4486000000.0,4486000000.0,4486000000.0,4625000000.0,4625000000.0,4625000000.0,4625000000.0,4161000000.0,4161000000.0,4161000000.0,4161000000.0,4530000000.0,4530000000.0,4591000000.0
OtherLiabilitiesNoncurrent / USD,7654000000.0,8902000000.0,8902000000.0,1086000000.0,8902000000.0,1184000000.0,865000000.0,865000000.0,8874000000.0,,,,8795000000.0,,,,6885000000.0,,,,6100000000.0,,,,6995000000.0,,,,7099000000.0,,,,6187000000.0,,,,6546000000.0,6905000000.0,6905000000.0,6905000000.0
OtherNoncashIncomeExpense / USD,-325000000.0,66000000.0,-5000000.0,-273000000.0,-11000000.0,-44000000.0,-79000000.0,-114000000.0,-374000000.0,-125000000.0,-310000000.0,-392000000.0,-195000000.0,-102000000.0,-97000000.0,-55000000.0,-543000000.0,-46000000.0,-45000000.0,-134000000.0,158000000.0,36000000.0,-8000000.0,-115000000.0,-204000000.0,-65000000.0,-62000000.0,-117000000.0,-163000000.0,27000000.0,46000000.0,6000000.0,-202000000.0,60000000.0,11000000.0,7000000.0,-310000000.0,-72000000.0,-128000000.0,-160000000.0
OtherNonoperatingIncomeExpense / USD,,,,,,,,,,,,,,,,,,,-69000000.0,-139000000.0,-274000000.0,-19000000.0,-87000000.0,-158000000.0,-177000000.0,-44000000.0,-55000000.0,-105000000.0,-215000000.0,-5000000.0,-5000000.0,-79000000.0,-211000000.0,-26000000.0,-73000000.0,-81000000.0,-121000000.0,-88000000.0,-110000000.0,-122000000.0
OtherSundryLiabilitiesNoncurrent / USD,963000000.0,,,,1086000000.0,,,,802000000.0,,,,1036000000.0,,,,1320000000.0,,,,1039000000.0,,,,1009000000.0,,,,834000000.0,,,,846000000.0,,,,899000000.0,,,
PaymentsForHedgeFinancingActivities / USD,,8000000.0,-3000000.0,0.0,,8000000.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,2000000.0,7000000.0,8000000.0,,,
PaymentsForPostemploymentBenefits / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51000000.0,99000000.0
PaymentsForRepurchaseOfCommonStock / USD,,1197000000.0,1212000000.0,0.0,0.0,1197000000.0,1212000000.0,2662000000.0,0.0,641000000.0,1311000000.0,1936000000.0,2662000000.0,742000000.0,1649000000.0,2585000000.0,2556000000.0,814000000.0,1388000000.0,1965000000.0,3568000000.0,204000000.0,355000000.0,355000000.0,2249000000.0,0.0,0.0,0.0,355000000.0,129000000.0,187000000.0,384000000.0,213000000.0,73000000.0,179000000.0,366000000.0,512000000.0,3000000.0,48000000.0,100000000.0
PaymentsOfDividendsCommonStock / USD,,10000000.0,10000000.0,10000000.0,,96000000.0,190000000.0,281000000.0,,109000000.0,216000000.0,323000000.0,373000000.0,120000000.0,236000000.0,406000000.0,428000000.0,157000000.0,311000000.0,461000000.0,570000000.0,156000000.0,310000000.0,464000000.0,608000000.0,155000000.0,311000000.0,468000000.0,618000000.0,155000000.0,311000000.0,467000000.0,625000000.0,156000000.0,311000000.0,465000000.0,621000000.0,169000000.0,338000000.0,507000000.0
PaymentsOfDividendsMinorityInterest / USD,31000000.0,,,,37000000.0,,,,32000000.0,,0.0,0.0,0.0,,8000000.0,9000000.0,0.0,,0.0,0.0,9000000.0,0.0,7000000.0,7000000.0,0.0,8000000.0,8000000.0,8000000.0,7000000.0,,,,18000000.0,0.0,0.0,0.0,6000000.0,8000000.0,8000000.0,8000000.0
PaymentsOfDividendsPreferredStockAndPreferenceStock / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,34000000.0,36000000.0,43000000.0,47000000.0,34000000.0,36000000.0,34000000.0,27000000.0,18000000.0,36000000.0,57000000.0,60000000.0,46000000.0,29000000.0,107000000.0,106000000.0,100000000.0,53000000.0,94000000.0,94000000.0,69000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,167000000.0,1000000.0,139000000.0,2617000000.0,49000000.0,0.0,13000000.0,22000000.0,2644000000.0,292000000.0,2050000000.0,2050000000.0,22000000.0,0.0,29000000.0,207000000.0,2202000000.0,76000000.0,76000000.0,81000000.0,207000000.0,6000000.0,13000000.0,13000000.0,1526000000.0,,34000000.0,133000000.0,866000000.0,0.0,0.0,0.0,505000000.0,32000000.0,406000000.0,761000000.0,0.0,,,0.0
PaymentsToAcquireMarketableSecurities / USD,938000000.0,48000000.0,106000000.0,173000000.0,940000000.0,144000000.0,341000000.0,540000000.0,243000000.0,7000000.0,26000000.0,31000000.0,656000000.0,3000000.0,8000000.0,32000000.0,45000000.0,5000000.0,25000000.0,33000000.0,33000000.0,59000000.0,73000000.0,78000000.0,39000000.0,7000000.0,19000000.0,44000000.0,101000000.0,21000000.0,40000000.0,54000000.0,60000000.0,0.0,5000000.0,10000000.0,55000000.0,16000000.0,16000000.0,
PaymentsToAcquireProductiveAssets / USD,2497000000.0,786000000.0,1432000000.0,2606000000.0,3620000000.0,832000000.0,1552000000.0,2412000000.0,3344000000.0,923000000.0,1681000000.0,2405000000.0,3280000000.0,669000000.0,1362000000.0,2129000000.0,3137000000.0,729000000.0,1528000000.0,2153000000.0,2956000000.0,568000000.0,1159000000.0,1779000000.0,2856000000.0,513000000.0,1048000000.0,1732000000.0,2383000000.0,624000000.0,1349000000.0,2122000000.0,2502000000.0,794000000.0,1482000000.0,2153000000.0,3122000000.0,656000000.0,1216000000.0,1759000000.0
PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesNoncurrent / USD,2606000000.0,,,3432000000.0,3432000000.0,4230000000.0,2101000000.0,2101000000.0,2101000000.0,,,,1413000000.0,,,,1434000000.0,,,,1772000000.0,,,,1856000000.0,,,,1496000000.0,,,,944000000.0,,,,841000000.0,,,
PostemploymentBenefitsLiabilityCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49000000.0,49000000.0
PreferredStockDividendsPerShareDeclared / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.95,1.91,2.86
PreferredStockParOrStatedValuePerShare / USD/shares,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,0.01,0.01,0.01,0.01
PreferredStockSharesIssued / shares,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,30000000.0,30000000.0,30000000.0,30000000.0
PreferredStockSharesOutstanding / shares,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,30000000.0,30000000.0,30000000.0,30000000.0
PreferredStockValueOutstanding / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
ProceedsFromDebtNetOfIssuanceCosts / USD,,,,,,,570000000.0,782000000.0,,248000000.0,541000000.0,3340000000.0,,270000000.0,611000000.0,894000000.0,,389000000.0,625000000.0,1010000000.0,,340000000.0,3565000000.0,6745000000.0,,323000000.0,1632000000.0,2698000000.0,,1276000000.0,1582000000.0,2508000000.0,3022000000.0,261000000.0,2845000000.0,3886000000.0,3296000000.0,859000000.0,1075000000.0,2156000000.0
ProceedsFromDivestitureOfBusinesses / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1500000000.0,1500000000.0,
ProceedsFromRepaymentsOfShortTermDebt / USD,-121000000.0,70000000.0,99000000.0,-77000000.0,18000000.0,2000000.0,-36000000.0,-51000000.0,-39000000.0,24000000.0,28000000.0,30000000.0,-71000000.0,-3000000.0,-25000000.0,84000000.0,18000000.0,-12000000.0,25000000.0,25000000.0,5000000.0,127000000.0,82000000.0,36000000.0,-53000000.0,26000000.0,39000000.0,-30000000.0,-9000000.0,53000000.0,56000000.0,114000000.0,-36000000.0,745000000.0,344000000.0,-54000000.0,100000000.0,-17000000.0,-45000000.0,-50000000.0
ProceedsFromSaleMaturityAndCollectionsOfInvestments / USD,1005000000.0,27000000.0,119000000.0,242000000.0,1023000000.0,143000000.0,270000000.0,499000000.0,298000000.0,1000000.0,2000000.0,14000000.0,585000000.0,0.0,85000000.0,96000000.0,38000000.0,1000000.0,2000000.0,12000000.0,98000000.0,8000000.0,28000000.0,29000000.0,26000000.0,1000000.0,10000000.0,11000000.0,48000000.0,44000000.0,72000000.0,254000000.0,15000000.0,4000000.0,4000000.0,8000000.0,262000000.0,4000000.0,5000000.0,
ProceedsFromSaleOfProductiveAssets / USD,370000000.0,98000000.0,175000000.0,267000000.0,606000000.0,76000000.0,200000000.0,317000000.0,380000000.0,84000000.0,142000000.0,403000000.0,450000000.0,115000000.0,292000000.0,561000000.0,679000000.0,157000000.0,371000000.0,448000000.0,1094000000.0,462000000.0,551000000.0,623000000.0,597000000.0,113000000.0,194000000.0,274000000.0,703000000.0,123000000.0,258000000.0,364000000.0,354000000.0,159000000.0,245000000.0,347000000.0,602000000.0,96000000.0,218000000.0,280000000.0
ProductWarrantyAccrual / USD,607000000.0,523000000.0,523000000.0,523000000.0,571000000.0,497000000.0,497000000.0,497000000.0,523000000.0,475000000.0,475000000.0,475000000.0,497000000.0,430000000.0,430000000.0,430000000.0,475000000.0,400000000.0,400000000.0,400000000.0,430000000.0,385000000.0,385000000.0,385000000.0,400000000.0,327000000.0,327000000.0,327000000.0,385000000.0,360000000.0,360000000.0,360000000.0,327000000.0,360000000.0,360000000.0,360000000.0,327000000.0,318000000.0,318000000.0,318000000.0
ProductWarrantyAccrualClassifiedCurrent / USD,306000000.0,,,,276000000.0,258000000.0,258000000.0,258000000.0,258000000.0,,,,269000000.0,,,,241000000.0,,,,199000000.0,,,,192000000.0,,,,163000000.0,,,,192000000.0,,,,167000000.0,,,
ProductWarrantyAccrualPayments / USD,500000000.0,96000000.0,191000000.0,285000000.0,405000000.0,61000000.0,159000000.0,267000000.0,313000000.0,78000000.0,154000000.0,230000000.0,306000000.0,74000000.0,143000000.0,212000000.0,300000000.0,77000000.0,122000000.0,188000000.0,275000000.0,60000000.0,117000000.0,180000000.0,250000000.0,51000000.0,101000000.0,152000000.0,234000000.0,50000000.0,103000000.0,157000000.0,203000000.0,208000000.0,208000000.0,208000000.0,203000000.0,185000000.0,185000000.0,185000000.0
ProductWarrantyAccrualPreexistingIncreaseDecrease / USD,-11000000.0,4000000.0,3000000.0,1000000.0,-16000000.0,-3000000.0,-6000000.0,-13000000.0,1000000.0,5000000.0,-3000000.0,-6000000.0,-8000000.0,-3000000.0,-4000000.0,6000000.0,-10000000.0,,-2000000.0,1000000.0,6000000.0,-10000000.0,-26000000.0,-27000000.0,-3000000.0,-3000000.0,-2000000.0,-1000000.0,-27000000.0,-2000000.0,-3000000.0,-11000000.0,-2000000.0,-18000000.0,-18000000.0,-18000000.0,-2000000.0,-5000000.0,-5000000.0,-5000000.0
