fact_unit,2017-05-18,2017-08-04,2017-11-03,2018-02-26,2018-05-04,2018-06-15,2018-08-06,2018-11-02,2019-02-28,2019-05-03,2019-08-02,2019-11-05,2020-02-28,2020-05-05,2020-08-05,2020-11-04,2021-02-26,2021-05-04,2021-08-05,2021-11-05,2022-02-25,2022-05-06,2022-08-05,2022-11-04,2023-03-01,2023-05-09,2023-08-09,2023-11-07,2024-02-29,2024-05-10,2024-08-09,2024-11-08,2025-02-28,2025-05-08,2025-08-08,2025-11-07
PrepaidExpenseAndOtherAssetsCurrent / USD,,75000000.0,75000000.0,75000000.0,72000000.0,75000000.0,72000000.0,72000000.0,72000000.0,152000000.0,152000000.0,152000000.0,152000000.0,298000000.0,298000000.0,298000000.0,298000000.0,205000000.0,205000000.0,205000000.0,205000000.0,195000000.0,195000000.0,195000000.0,195000000.0,293000000.0,293000000.0,293000000.0,293000000.0,364000000.0,364000000.0,364000000.0,364000000.0,523000000.0,523000000.0,523000000.0
ProceedsFromDecommissioningFund / USD,,,,,79000000.0,,98000000.0,154000000.0,25000000.0,46000000.0,93000000.0,211000000.0,252000000.0,78000000.0,292000000.0,354000000.0,252000000.0,75000000.0,224000000.0,291000000.0,431000000.0,133000000.0,267000000.0,366000000.0,433000000.0,98000000.0,334000000.0,428000000.0,483000000.0,119000000.0,251000000.0,478000000.0,670000000.0,214000000.0,777000000.0,1573000000.0
ProceedsFromInsuranceSettlementInvestingActivities / USD,,,,,,,,,,,,,,,,,,0.0,15000000.0,15000000.0,23000000.0,40000000.0,63000000.0,74000000.0,35000000.0,1000000.0,1000000.0,15000000.0,89000000.0,,,,,,1000000.0,3000000.0
ProceedsFromIssuanceOfDebt / USD,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,1250000000.0,1250000000.0,,,1498000000.0,1498000000.0,,0.0,0.0,1750000000.0,1498000000.0,700000000.0,2200000000.0,2200000000.0
ProceedsFromLinesOfCredit / USD,,,,,,,,,,,,,,,,,,,925000000.0,1075000000.0,,1300000000.0,1300000000.0,1300000000.0,1075000000.0,0.0,1500000000.0,1500000000.0,1450000000.0,100000000.0,100000000.0,100000000.0,1750000000.0,,,50000000.0
ProceedsFromNuclearFuel / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,
ProceedsFromPaymentsForOtherFinancingActivities / USD,,,,,-5000000.0,,0.0,0.0,-2000000.0,1000000.0,4000000.0,10000000.0,-2000000.0,0.0,-1000000.0,6000000.0,12000000.0,-4000000.0,0.0,-3000000.0,6000000.0,-1000000.0,-4000000.0,-5000000.0,-5000000.0,6000000.0,23000000.0,34000000.0,-21000000.0,-14000000.0,3000000.0,54000000.0,31000000.0,-24000000.0,-6000000.0,-2000000.0
ProceedsFromSaleOfIntangibleAssets / USD,,,,,,,,,,,0.0,0.0,1000000.0,0.0,31000000.0,32000000.0,1000000.0,74000000.0,88000000.0,91000000.0,197000000.0,45000000.0,64000000.0,102000000.0,165000000.0,7000000.0,266000000.0,358000000.0,392000000.0,35000000.0,47000000.0,59000000.0,1275000000.0,17000000.0,65000000.0,147000000.0
ProceedsFromSaleOfOtherProductiveAssets / USD,,,,,,,,,,,,,,,,6000000.0,7000000.0,,,23000000.0,6000000.0,,8000000.0,7000000.0,24000000.0,3000000.0,14000000.0,21000000.0,30000000.0,2000000.0,110000000.0,111000000.0,78000000.0,127000000.0,129000000.0,137000000.0
ProceedsFromShortTermDebt / USD,,,,,,,,,,,,,0.0,0.0,0.0,100000000.0,0.0,425000000.0,,,650000000.0,,0.0,0.0,0.0,,2750000000.0,2750000000.0,0.0,0.0,0.0,0.0,3150000000.0,500000000.0,500000000.0,1802000000.0
ProfitLoss / USD,,,,,78000000.0,,52000000.0,325000000.0,-163000000.0,-306000000.0,-201000000.0,130000000.0,-254000000.0,224000000.0,578000000.0,692000000.0,-56000000.0,45000000.0,209000000.0,651000000.0,926000000.0,-2040000000.0,-2004000000.0,-1994000000.0,624000000.0,-284000000.0,-1641000000.0,-962000000.0,-1264000000.0,698000000.0,698000000.0,698000000.0,-1210000000.0,18000000.0,18000000.0,18000000.0
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18173000000.0,18173000000.0,18173000000.0
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26635000000.0,26635000000.0,26635000000.0
PropertyPlantAndEquipmentGross / USD,,,,4107000000.0,,4107000000.0,,,4626000000.0,15428000000.0,15428000000.0,15428000000.0,15428000000.0,15991000000.0,15991000000.0,15991000000.0,15991000000.0,16012000000.0,16012000000.0,16012000000.0,16012000000.0,16986000000.0,16986000000.0,16986000000.0,16986000000.0,17344000000.0,17344000000.0,17344000000.0,17344000000.0,18028000000.0,18028000000.0,18028000000.0,,,,
PropertyPlantAndEquipmentNet / USD,4443000000.0,4443000000.0,4443000000.0,4443000000.0,4820000000.0,4443000000.0,4820000000.0,4820000000.0,4820000000.0,14612000000.0,14612000000.0,14612000000.0,14612000000.0,13914000000.0,13914000000.0,13914000000.0,13914000000.0,13499000000.0,13499000000.0,13499000000.0,13499000000.0,13056000000.0,13056000000.0,13056000000.0,13056000000.0,12554000000.0,12554000000.0,12554000000.0,12554000000.0,12432000000.0,12432000000.0,12432000000.0,12432000000.0,18173000000.0,18173000000.0,18173000000.0
ProvisionForDoubtfulAccounts / USD,,,,,,,,,,,,,39000000.0,,,,55000000.0,,,,82000000.0,,,86000000.0,110000000.0,30000000.0,65000000.0,136000000.0,110000000.0,35000000.0,69000000.0,131000000.0,179000000.0,36000000.0,72000000.0,132000000.0
RedeemableNoncontrollingInterestEquityCarryingAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
RegulatoryLiabilities / USD,,,,,,,,,,,,,0.0,131000000.0,131000000.0,131000000.0,131000000.0,89000000.0,89000000.0,89000000.0,89000000.0,325000000.0,325000000.0,325000000.0,325000000.0,0.0,0.0,0.0,0.0,209000000.0,209000000.0,209000000.0,209000000.0,452000000.0,452000000.0,452000000.0
RepaymentsOfLinesOfCredit / USD,,,,,,,,,,,,,,,,,,,725000000.0,1425000000.0,,1000000000.0,1300000000.0,1300000000.0,1425000000.0,0.0,1250000000.0,1500000000.0,1450000000.0,350000000.0,350000000.0,350000000.0,1500000000.0,,,50000000.0
RepaymentsOfLongTermDebt / USD,,,,,,,,,,,,,,,,,,,756000000.0,955000000.0,,36000000.0,101000000.0,234000000.0,,132000000.0,223000000.0,232000000.0,,7000000.0,14000000.0,21000000.0,251000000.0,756000000.0,1106000000.0,2269000000.0
RepaymentsOfShortTermDebt / USD,,,,,,,,,,,,,0.0,0.0,0.0,100000000.0,0.0,75000000.0,,,300000000.0,,0.0,0.0,0.0,0.0,1700000000.0,2750000000.0,0.0,400000000.0,400000000.0,400000000.0,2750000000.0,,500000000.0,1802000000.0
RestrictedCashCurrent / USD,,,,,,,,,,,,,,147000000.0,147000000.0,147000000.0,,19000000.0,19000000.0,19000000.0,,21000000.0,21000000.0,21000000.0,,37000000.0,37000000.0,37000000.0,,40000000.0,40000000.0,40000000.0,40000000.0,28000000.0,28000000.0,28000000.0
RestrictedCashNoncurrent / USD,,,,,,,,,,,,,,28000000.0,28000000.0,28000000.0,,19000000.0,19000000.0,19000000.0,,13000000.0,13000000.0,13000000.0,,33000000.0,33000000.0,33000000.0,,14000000.0,14000000.0,14000000.0,14000000.0,6000000.0,6000000.0,6000000.0
RetainedEarningsAccumulatedDeficit / USD,-1155000000.0,-1155000000.0,-1155000000.0,-1155000000.0,-1410000000.0,-1155000000.0,-1410000000.0,-1410000000.0,-1410000000.0,-1449000000.0,-1449000000.0,-1449000000.0,-1449000000.0,-764000000.0,-764000000.0,-764000000.0,-764000000.0,-399000000.0,-399000000.0,-399000000.0,-399000000.0,-1964000000.0,-1964000000.0,-1964000000.0,-1964000000.0,-3643000000.0,-3643000000.0,-3643000000.0,-3643000000.0,-2613000000.0,-2613000000.0,-2613000000.0,-2613000000.0,-454000000.0,-454000000.0,-454000000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,1212000000.0,,3889000000.0,7531000000.0,9797000000.0,1212000000.0,3889000000.0,7531000000.0,9797000000.0,2550000000.0,4777000000.0,8807000000.0,9797000000.0,2466000000.0,4929000000.0,8167000000.0,11547000000.0,8203000000.0,10864000000.0,14564000000.0,10850000000.0,3461000000.0,6787000000.0,11625000000.0,17700000000.0,3107000000.0,6132000000.0,10924000000.0,15631000000.0,3159000000.0,6758000000.0,11099000000.0
RevenueRemainingPerformanceObligation / USD,,,,,,,,311000000.0,,,,,,,,,,,,,,,,,,,,,,2197000000.0,2100000000.0,3052000000.0,2969000000.0,2790000000.0,2676000000.0,3631000000.0
Revenues / USD,,,,,1357000000.0,,2653000000.0,4487000000.0,1191000000.0,765000000.0,3338000000.0,6581000000.0,5430000000.0,2923000000.0,5755000000.0,8949000000.0,9144000000.0,2858000000.0,5367000000.0,8919000000.0,11809000000.0,3207000000.0,5772000000.0,8763000000.0,11443000000.0,3125000000.0,4713000000.0,9859000000.0,12077000000.0,4425000000.0,7614000000.0,11701000000.0,13728000000.0,3054000000.0,6899000000.0,13187000000.0
RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability / USD,,,,,,,,,,15000000.0,15000000.0,24000000.0,13000000.0,,,,13000000.0,,,,13000000.0,,,,108000000.0,,,,0.0,,,,6000000.0,,,
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,70000000.0,72000000.0,91000000.0,95000000.0,,,,95000000.0,,,,95000000.0,,,,14000000.0,,,,7000000.0,,,,19000000.0,,,
SegmentReportingOtherItemAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89000000.0,-82000000.0,-141000000.0,-277000000.0
SellingGeneralAndAdministrativeExpense / USD,,,,,135000000.0,,285000000.0,434000000.0,208000000.0,162000000.0,514000000.0,711000000.0,600000000.0,182000000.0,392000000.0,637000000.0,926000000.0,252000000.0,488000000.0,755000000.0,904000000.0,251000000.0,502000000.0,771000000.0,1035000000.0,288000000.0,569000000.0,894000000.0,1040000000.0,288000000.0,597000000.0,953000000.0,1189000000.0,351000000.0,726000000.0,1137000000.0
ShareBasedCompensation / USD,,,,,4000000.0,,8000000.0,13000000.0,,6000000.0,59000000.0,59000000.0,0.0,12000000.0,24000000.0,35000000.0,73000000.0,14000000.0,30000000.0,46000000.0,47000000.0,16000000.0,25000000.0,36000000.0,65000000.0,14000000.0,34000000.0,48000000.0,47000000.0,22000000.0,43000000.0,63000000.0,63000000.0,21000000.0,53000000.0,76000000.0
ShortTermBorrowings / USD,,,,,,,,0.0,0.0,339000000.0,339000000.0,339000000.0,0.0,350000000.0,350000000.0,350000000.0,350000000.0,0.0,,,,,0.0,0.0,0.0,650000000.0,650000000.0,650000000.0,650000000.0,0.0,0.0,,,1335000000.0,0.0,
ShortTermLeaseCost / USD,,,,,,,,,,5000000.0,13000000.0,17000000.0,19000000.0,,,,19000000.0,,,,19000000.0,,,,31000000.0,,,,35000000.0,,,,47000000.0,,,
StockIssuedDuringPeriodSharesNewIssues / shares,,,,427580232.0,,427580232.0,94409573.0,94409573.0,427580232.0,94409573.0,94409573.0,,818570.0,,,,94409573.0,,,,2716349.0,,,,1611462.0,,,,2583761.0,,,,4262575.0,,,
StockIssuedDuringPeriodSharesTreasuryStockReissued / shares,,,,,,,,,,,,,0.0,,,,0.0,,,,18773958.0,,,,0.0,,,,0.0,,,,0.0,,,
StockIssuedDuringPeriodValueAcquisitions / USD,,,,,,,1892000000.0,1892000000.0,,,1892000000.0,1892000000.0,1902000000.0,,,,1902000000.0,,,,,,,,,,,,,2307000000.0,2307000000.0,2307000000.0,2307000000.0,2307000000.0,2307000000.0,2307000000.0
StockRepurchasedAndRetiredDuringPeriodShares / shares,,,,,,,,,0.0,,,,6815.0,,,,6815.0,,,,6106.0,,,,3685.0,,,,3397.0,,,,12979.0,,,
StockRepurchasedDuringPeriodShares / shares,,,,0.0,,0.0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
StockholdersEquity / USD,,,,6597000000.0,,6597000000.0,6342000000.0,6342000000.0,6342000000.0,4000000.0,7863000000.0,7863000000.0,7863000000.0,7959000000.0,7959000000.0,7959000000.0,7959000000.0,8371000000.0,8371000000.0,8371000000.0,8371000000.0,8291000000.0,8291000000.0,8291000000.0,8291000000.0,4902000000.0,4902000000.0,4902000000.0,4902000000.0,5307000000.0,5307000000.0,5307000000.0,5307000000.0,5570000000.0,5570000000.0,5570000000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,6597000000.0,6597000000.0,6597000000.0,,6597000000.0,,6597000000.0,6597000000.0,6342000000.0,7867000000.0,6342000000.0,6342000000.0,-6597000000.0,7867000000.0,7867000000.0,7867000000.0,6342000000.0,7960000000.0,7960000000.0,7960000000.0,7867000000.0,8361000000.0,8361000000.0,8361000000.0,7960000000.0,8292000000.0,8292000000.0,8292000000.0,8361000000.0,4918000000.0,4918000000.0,4918000000.0,8292000000.0,5322000000.0,5322000000.0,5322000000.0
StockholdersEquityOther / USD,,,,,-1000000.0,,-1000000.0,1000000.0,,-1000000.0,-1000000.0,-2000000.0,1000000.0,-1000000.0,0.0,-2000000.0,3000000.0,0.0,-3000000.0,0.0,1000000.0,-2000000.0,-3000000.0,-2000000.0,1000000.0,-2000000.0,-8000000.0,-11000000.0,-2000000.0,-1000000.0,1000000.0,1000000.0,0.0,-1000000.0,-1000000.0,1000000.0
TaxCreditCarryforwardAmount / USD,,,,,,,,,0.0,,,,76000000.0,,,,73000000.0,,,,75000000.0,,,,76000000.0,,,,125000000.0,,,,84000000.0,,,
TreasuryStockCommonShares / shares,,,,,,,,,32815783.0,,,32815783.0,0.0,32815783.0,32815783.0,32815783.0,0.0,41043224.0,41043224.0,41043224.0,41043224.0,41043224.0,41043224.0,41043224.0,63856879.0,63856879.0,63856879.0,63856879.0,147424202.0,192178156.0,192178156.0,192178156.0,192178156.0,208998299.0,208998299.0,208998299.0
TreasuryStockCommonValue / USD,,,,,,,,,,,,778000000.0,-778000000.0,973000000.0,973000000.0,973000000.0,973000000.0,973000000.0,973000000.0,973000000.0,973000000.0,1558000000.0,1558000000.0,1558000000.0,1558000000.0,3395000000.0,3395000000.0,3395000000.0,3395000000.0,4662000000.0,4662000000.0,4662000000.0,4662000000.0,5912000000.0,5912000000.0,5912000000.0
TreasuryStockSharesAcquired / shares,,,,,,,3152073.0,,,,,,32815783.0,,59817182.0,59817182.0,32815783.0,,,,27001399.0,,,,27988518.0,,,,27988518.0,,,,78470547.0,,,
TreasuryStockSharesRetired / shares,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
TreasuryStockValueAcquiredCostMethod / USD,,,,,,,,,,,,424000000.0,778000000.0,236000000.0,448000000.0,619000000.0,778000000.0,175000000.0,175000000.0,175000000.0,641000000.0,175000000.0,175000000.0,175000000.0,585000000.0,612000000.0,1086000000.0,1493000000.0,585000000.0,311000000.0,311000000.0,311000000.0,1837000000.0,285000000.0,285000000.0,285000000.0
UnbilledReceivablesCurrent / USD,225000000.0,225000000.0,225000000.0,225000000.0,251000000.0,225000000.0,251000000.0,251000000.0,251000000.0,350000000.0,350000000.0,350000000.0,350000000.0,494000000.0,494000000.0,494000000.0,494000000.0,468000000.0,468000000.0,468000000.0,468000000.0,426000000.0,426000000.0,426000000.0,426000000.0,607000000.0,607000000.0,607000000.0,607000000.0,614000000.0,614000000.0,614000000.0,614000000.0,802000000.0,802000000.0,802000000.0
UnrecognizedTaxBenefits / USD,,,,,,,41000000.0,41000000.0,,39000000.0,39000000.0,39000000.0,0.0,126000000.0,126000000.0,126000000.0,0.0,39000000.0,39000000.0,39000000.0,39000000.0,38000000.0,38000000.0,38000000.0,126000000.0,36000000.0,36000000.0,36000000.0,39000000.0,0.0,,,38000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,90000000.0,,35000000.0,35000000.0,0.0,,,,1000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,,,,,,,,,,,4000000.0,0.0,,,,0.0,,,,3000000.0,,,,0.0,,,,2000000.0,,,,1000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,,,,,,,,,,0.0,,,,0.0,,,,3000000.0,,,,3000000.0,,,,1000000.0,,,,0.0,,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
VariableLeaseCost / USD,,,,,,,,,,6000000.0,12000000.0,17000000.0,26000000.0,,,,26000000.0,,,,26000000.0,,,,29000000.0,,,,29000000.0,,,,22000000.0,,,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,,,,,427800350.0,,427846563.0,428001869.0,,428450384.0,477662016.0,508128988.0,427761460.0,509139988.0,507248920.0,490226743.0,504954371.0,490638626.0,490709932.0,490914478.0,499935490.0,484699267.0,485364606.0,483150213.0,491090468.0,451603354.0,440336286.0,431381151.0,482214544.0,387553379.0,382416465.0,379102358.0,422447074.0,348966197.0,355555429.0,353805937.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,,,,,427583339.0,,427585381.0,427587404.0,,428450384.0,477662016.0,500781573.0,427761460.0,502367299.0,499213522.0,486215356.0,504954371.0,487944564.0,488312503.0,488484441.0,494146268.0,484699267.0,485364606.0,483150213.0,488668263.0,451603354.0,440336286.0,431381151.0,482214544.0,383631369.0,378264434.0,374323466.0,422447074.0,348966197.0,348006109.0,346315125.0
