fact_unit,2015-10-29,2016-02-11,2016-05-03,2016-08-04,2016-11-03,2017-02-03,2017-05-02,2017-07-25,2017-10-27,2018-02-06,2018-04-24,2018-07-24,2018-10-26,2019-02-05,2019-04-30,2019-07-26,2019-10-29,2020-02-04,2020-04-29,2020-07-31,2020-10-30,2021-02-03,2021-04-28,2021-07-28,2021-10-27,2022-02-02,2022-04-27,2022-07-27,2022-10-26,2023-02-03,2023-04-26,2023-07-26,2023-10-25,2024-01-31,2024-04-26,2024-07-24,2024-10-30,2025-02-05,2025-04-25,2025-07-24,2025-10-30
UnrecognizedTaxBenefits / USD,3294000000.0,1907000000.0,1907000000.0,4200000000.0,4200000000.0,2502000000.0,5400000000.0,5400000000.0,5400000000.0,3294000000.0,4700000000.0,4700000000.0,4700000000.0,4167000000.0,4700000000.0,4700000000.0,4700000000.0,5393000000.0,3400000000.0,3900000000.0,3700000000.0,4696000000.0,4300000000.0,4600000000.0,3800000000.0,4652000000.0,5200000000.0,5200000000.0,5200000000.0,3377000000.0,7100000000.0,7100000000.0,7100000000.0,3837000000.0,9400000000.0,9400000000.0,9400000000.0,5158000000.0,12600000000.0,12600000000.0,12600000000.0
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,37000000.0,37000000.0,,,44000000.0,,,,176000000.0,,,,157000000.0,,,,257000000.0,,,,623000000.0,,,,143000000.0,,,,557000000.0,,,,263000000.0,,,,437000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,78000000.0,78000000.0,,,1000000.0,,,,27000000.0,,,,196000000.0,,,,1875000000.0,,,,191000000.0,,,,2886000000.0,,,,45000000.0,,,,329000000.0,,,,140000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued / USD,,239000000.0,239000000.0,,,348000000.0,,,,493000000.0,,,,362000000.0,,,,490000000.0,,,,130000000.0,,,,222000000.0,,,,270000000.0,,,,346000000.0,,,,622000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,552000000.0,552000000.0,,,771000000.0,,,,852000000.0,,,,680000000.0,,,,750000000.0,,,,449000000.0,,,,816000000.0,,,,690000000.0,,,,1384000000.0,,,,2221000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,158000000.0,158000000.0,,,66000000.0,,,,224000000.0,,,,899000000.0,,,,685000000.0,,,,321000000.0,,,,938000000.0,,,,372000000.0,,,,529000000.0,,,,253000000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,2909000000.0,2309000000.0,2309000000.0,3600000000.0,3600000000.0,2909000000.0,4300000000.0,4300000000.0,4300000000.0,3600000000.0,3000000000.0,3000000000.0,3000000000.0,4300000000.0,2900000000.0,2900000000.0,2900000000.0,3000000000.0,2300000000.0,2700000000.0,2500000000.0,2900000000.0,3000000000.0,3200000000.0,2600000000.0,2300000000.0,3700000000.0,3700000000.0,3700000000.0,2600000000.0,5300000000.0,5300000000.0,5300000000.0,3700000000.0,7400000000.0,7400000000.0,7400000000.0,5300000000.0,10000000000.0,10000000000.0,10000000000.0
VariableLeaseCost / USD,,,,,,,,,,,,,,,128000000.0,258000000.0,392000000.0,541000000.0,128000000.0,258000000.0,392000000.0,541000000.0,,,,619000000.0,,,,619000000.0,,,,726000000.0,,,,838000000.0,343000000.0,686000000.0,1016000000.0
WeightedAverageNumberOfDilutedSharesOutstanding / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12794000000.0,12761000000.0,13159000000.0,12527000000.0,12511000000.0,12480000000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12725000000.0,12677000000.0,13063000000.0,12415000000.0,12379000000.0,12349000000.0
